order_id,device_id,client,toner_model,toner_color,order_date,quantity,reason,oversupply_flag,shipment_id,ship_date,eta_date,delivered_date,location
O0000638,LEX-1300,Lex & Co,RICOH-C3000-BK,BK,2025-02-27,1,low_alert,False,S000130,2025-03-01,2025-03-05,2025-03-05,Lex & Co Site 1
O0000639,LEX-1300,Lex & Co,RICOH-C3000-BK,BK,2025-08-20,1,low_alert,False,S000995,2025-08-22,2025-08-25,2025-08-27,Lex & Co Site 1
O0000640,LEX-1301,Lex & Co,RICOH-501-BK,BK,2025-04-22,1,low_alert,False,S000683,2025-04-24,2025-04-26,2025-04-26,Lex & Co Site 2
O0000641,LEX-1303,Lex & Co,RICOH-C3000-BK,BK,2025-03-02,1,low_alert,False,S000135,2025-03-04,2025-03-06,2025-03-06,Lex & Co Site 4
O0000642,LEX-1304,Lex & Co,RICOH-501-BK,BK,2025-01-26,1,low_alert,False,S000066,2025-01-26,2025-01-29,2025-01-29,Lex & Co Site 5
O0000643,LEX-1304,Lex & Co,RICOH-501-BK,BK,2025-01-27,1,low_alert,False,S000068,2025-01-29,2025-01-31,2025-01-31,Lex & Co Site 5
O0000644,LEX-1304,Lex & Co,RICOH-501-BK,BK,2025-06-26,1,low_alert,False,S000857,2025-06-28,2025-06-30,2025-06-30,Lex & Co Site 5
O0000645,LEX-1304,Lex & Co,RICOH-501-BK,BK,2025-06-27,1,low_alert,False,S000859,2025-06-29,2025-07-03,2025-07-03,Lex & Co Site 5
O0000646,LEX-1305,Lex & Co,HP-37A-BK,BK,2025-05-15,1,low_alert,False,S000733,2025-05-15,2025-05-19,2025-05-20,Lex & Co Site 6
O0000647,LEX-1305,Lex & Co,HP-37A-BK,BK,2025-05-16,1,low_alert,False,S000737,2025-05-17,2025-05-19,2025-05-19,Lex & Co Site 6
O0000648,LEX-1306,Lex & Co,RICOH-501-BK,BK,2025-04-09,1,low_alert,False,S000634,2025-04-10,2025-04-13,2025-04-13,Lex & Co Site 7
O0000649,LEX-1307,Lex & Co,HP-37A-BK,BK,2025-01-09,1,low_alert,False,S000044,2025-01-10,2025-01-13,2025-01-13,Lex & Co Site 8
O0000650,LEX-1307,Lex & Co,HP-37A-BK,BK,2025-06-06,1,low_alert,False,S000798,2025-06-08,2025-06-11,2025-06-11,Lex & Co Site 8
O0000651,LEX-1307,Lex & Co,HP-37A-BK,BK,2025-06-07,1,low_alert,False,S000802,2025-06-09,2025-06-13,2025-06-13,Lex & Co Site 8
O0000652,LEX-1310,Lex & Co,RICOH-501-BK,BK,2025-06-13,1,low_alert,False,S000816,2025-06-13,2025-06-16,2025-06-16,Lex & Co Site 11
O0000653,LEX-1311,Lex & Co,RICOH-C3000-BK,BK,2025-08-16,1,low_alert,False,S000984,2025-08-16,2025-08-18,2025-08-18,Lex & Co Site 12
O0000654,LEX-1312,Lex & Co,CANON-4551-BK,BK,2024-12-31,1,low_alert,False,S000035,2024-12-31,2025-01-03,2025-01-03,Lex & Co Site 13
O0000655,LEX-1312,Lex & Co,CANON-4551-BK,BK,2025-05-19,1,low_alert,False,S000750,2025-05-20,2025-05-24,2025-05-24,Lex & Co Site 13
O0000656,LEX-1313,Lex & Co,CANON-4551-BK,BK,2025-03-20,1,low_alert,False,S000582,2025-03-21,2025-03-24,2025-03-24,Lex & Co Site 14
O0000657,LEX-1314,Lex & Co,RICOH-501-BK,BK,2025-07-07,1,low_alert,False,S000886,2025-07-09,2025-07-14,2025-07-14,Lex & Co Site 15
O0000658,LEX-1315,Lex & Co,RICOH-501-BK,BK,2025-06-09,1,low_alert,False,S000808,2025-06-11,2025-06-14,2025-06-14,Lex & Co Site 16
O0000659,LEX-1316,Lex & Co,RICOH-501-BK,BK,2024-11-07,1,low_alert,False,S000001,2024-11-07,2024-11-10,2024-11-10,Lex & Co Site 17
O0000660,LEX-1316,Lex & Co,RICOH-501-BK,BK,2025-01-15,1,low_alert,False,S000049,2025-01-15,2025-01-17,2025-01-17,Lex & Co Site 17
O0000661,LEX-1316,Lex & Co,RICOH-501-BK,BK,2025-03-25,1,low_alert,False,S000593,2025-03-25,2025-03-28,2025-03-28,Lex & Co Site 17
O0000662,LEX-1316,Lex & Co,RICOH-501-BK,BK,2025-06-10,1,low_alert,False,S000810,2025-06-11,2025-06-13,2025-06-13,Lex & Co Site 17
O0000663,LEX-1316,Lex & Co,RICOH-501-BK,BK,2025-08-22,1,low_alert,False,S001002,2025-08-23,2025-08-27,2025-08-27,Lex & Co Site 17
O0000664,LEX-1317,Lex & Co,CANON-4551-BK,BK,2025-07-03,1,low_alert,False,S000874,2025-07-03,2025-07-06,2025-07-06,Lex & Co Site 18
O0000665,LEX-1318,Lex & Co,CANON-4551-BK,BK,2025-07-28,1,low_alert,False,S000937,2025-07-30,2025-08-02,2025-08-02,Lex & Co Site 19
O0000666,LEX-1319,Lex & Co,HP-37A-BK,BK,2025-03-27,1,low_alert,False,S000598,2025-03-29,2025-04-01,2025-04-01,Lex & Co Site 20
O0000667,LEX-1320,Lex & Co,CANON-4551-BK,BK,2025-02-27,1,low_alert,False,S000131,2025-02-27,2025-03-01,2025-03-03,Lex & Co Site 21
O0000668,LEX-1320,Lex & Co,CANON-4551-BK,BK,2025-08-25,1,low_alert,False,S001008,2025-08-26,2025-08-30,2025-08-30,Lex & Co Site 21
O0000669,LEX-1321,Lex & Co,RICOH-501-BK,BK,2025-03-19,1,low_alert,False,S000580,2025-03-21,2025-03-23,2025-03-23,Lex & Co Site 22
O0000670,LEX-1322,Lex & Co,HP-37A-BK,BK,2025-08-17,1,low_alert,False,S000989,2025-08-19,2025-08-23,2025-08-23,Lex & Co Site 23
O0000671,LEX-1324,Lex & Co,RICOH-C3000-BK,BK,2025-01-30,1,low_alert,False,S000071,2025-01-31,2025-02-03,2025-02-03,Lex & Co Site 25
O0000672,LEX-1324,Lex & Co,RICOH-C3000-BK,BK,2025-07-02,1,low_alert,False,S000872,2025-07-02,2025-07-05,2025-07-05,Lex & Co Site 25
O0000673,LEX-1325,Lex & Co,HP-37A-BK,BK,2025-05-04,1,low_alert,False,S000715,2025-05-04,2025-05-06,2025-05-06,Lex & Co Site 26
O0000674,LEX-1327,Lex & Co,HP-37A-BK,BK,2025-01-25,1,low_alert,False,S000064,2025-01-27,2025-01-30,2025-01-30,Lex & Co Site 28
O0000675,LEX-1327,Lex & Co,HP-37A-BK,BK,2025-06-25,1,low_alert,False,S000853,2025-06-27,2025-06-29,2025-06-29,Lex & Co Site 28
O0000676,LEX-1328,Lex & Co,CANON-4551-BK,BK,2025-02-15,1,low_alert,False,S000097,2025-02-15,2025-02-19,2025-02-21,Lex & Co Site 29
O0000677,LEX-1328,Lex & Co,CANON-4551-BK,BK,2025-07-31,1,low_alert,False,S000949,2025-07-31,2025-08-02,2025-08-02,Lex & Co Site 29
O0000678,LEX-1329,Lex & Co,CANON-4551-BK,BK,2025-05-22,1,low_alert,False,S000758,2025-05-24,2025-05-28,2025-05-28,Lex & Co Site 30
O0000679,LEX-1330,Lex & Co,RICOH-C3000-BK,BK,2025-04-14,1,low_alert,False,S000659,2025-04-16,2025-04-18,2025-04-18,Lex & Co Site 31
O0000680,LEX-1331,Lex & Co,CANON-4551-BK,BK,2025-03-27,1,low_alert,False,S000599,2025-03-28,2025-04-01,2025-04-01,Lex & Co Site 32
O0000681,LEX-1332,Lex & Co,HP-37A-BK,BK,2025-07-11,1,low_alert,False,S000895,2025-07-12,2025-07-14,2025-07-14,Lex & Co Site 33
O0000682,LEX-1332,Lex & Co,HP-37A-BK,BK,2025-07-12,1,low_alert,False,S000898,2025-07-13,2025-07-16,2025-07-16,Lex & Co Site 33
O0000683,LEX-1334,Lex & Co,RICOH-C3000-BK,BK,2025-02-26,1,low_alert,False,S000127,2025-02-26,2025-03-01,2025-03-02,Lex & Co Site 35
O0000684,LEX-1334,Lex & Co,RICOH-C3000-BK,BK,2025-08-25,1,low_alert,False,S001009,2025-08-25,2025-08-28,2025-08-28,Lex & Co Site 35
O0000685,LEX-1336,Lex & Co,RICOH-501-BK,BK,2025-03-09,1,low_alert,False,S000153,2025-03-09,2025-03-11,2025-03-11,Lex & Co Site 37
O0000686,LEX-1338,Lex & Co,RICOH-C3000-BK,BK,2025-03-25,1,low_alert,False,S000594,2025-03-27,2025-03-29,2025-03-29,Lex & Co Site 39
O0000687,LEX-1338,Lex & Co,RICOH-C3000-BK,BK,2025-03-26,1,low_alert,False,S000596,2025-03-26,2025-03-28,2025-03-28,Lex & Co Site 39
O0000688,LEX-1338,Lex & Co,RICOH-C3000-BK,BK,2025-03-27,1,low_alert,False,S000600,2025-03-29,2025-04-01,2025-04-01,Lex & Co Site 39
O0000689,LEX-1339,Lex & Co,HP-37A-BK,BK,2025-05-12,1,low_alert,False,S000729,2025-05-13,2025-05-17,2025-05-17,Lex & Co Site 40
O0000690,LEX-1340,Lex & Co,HP-37A-BK,BK,2024-12-23,1,low_alert,False,S000024,2024-12-25,2024-12-27,2024-12-27,Lex & Co Site 41
O0000691,LEX-1340,Lex & Co,HP-37A-BK,BK,2025-04-22,1,low_alert,False,S000684,2025-04-22,2025-04-25,2025-04-25,Lex & Co Site 41
O0000692,LEX-1340,Lex & Co,HP-37A-BK,BK,2025-08-27,1,low_alert,False,S001020,2025-08-27,2025-08-30,2025-08-31,Lex & Co Site 41
O0000693,LEX-1341,Lex & Co,RICOH-C3000-BK,BK,2025-07-22,1,low_alert,False,S000924,2025-07-22,2025-07-27,2025-07-27,Lex & Co Site 42
O0000694,LEX-1341,Lex & Co,RICOH-C3000-BK,BK,2025-07-23,1,low_alert,False,S000927,2025-07-25,2025-07-28,2025-07-28,Lex & Co Site 42
O0000695,LEX-1343,Lex & Co,HP-37A-BK,BK,2025-07-07,1,low_alert,False,S000887,2025-07-09,2025-07-13,2025-07-13,Lex & Co Site 44
O0000696,LEX-1343,Lex & Co,HP-37A-BK,BK,2025-07-08,1,low_alert,False,S000888,2025-07-10,2025-07-15,2025-07-16,Lex & Co Site 44
O0000697,LEX-1344,Lex & Co,RICOH-501-BK,BK,2025-08-15,1,low_alert,False,S000981,2025-08-15,2025-08-17,2025-08-17,Lex & Co Site 45
O0000698,LEX-1344,Lex & Co,RICOH-501-BK,BK,2025-08-16,1,low_alert,False,S000985,2025-08-16,2025-08-18,2025-08-18,Lex & Co Site 45
O0000699,LEX-1345,Lex & Co,CANON-4551-BK,BK,2025-06-28,1,low_alert,False,S000864,2025-06-28,2025-07-01,2025-07-01,Lex & Co Site 46
O0000700,LEX-1346,Lex & Co,HP-37A-BK,BK,2025-03-20,1,low_alert,False,S000583,2025-03-21,2025-03-23,2025-03-23,Lex & Co Site 47
O0000701,LEX-1347,Lex & Co,CANON-4551-BK,BK,2025-02-14,1,low_alert,False,S000092,2025-02-15,2025-02-18,2025-02-18,Lex & Co Site 48
O0000702,LEX-1347,Lex & Co,CANON-4551-BK,BK,2025-08-01,1,low_alert,False,S000955,2025-08-01,2025-08-06,2025-08-06,Lex & Co Site 48
O0000703,LEX-1348,Lex & Co,RICOH-501-BK,BK,2024-12-17,1,low_alert,False,S000016,2024-12-18,2024-12-20,2024-12-20,Lex & Co Site 49
O0000704,LEX-1348,Lex & Co,RICOH-501-BK,BK,2024-12-18,1,low_alert,False,S000017,2024-12-19,2024-12-23,2024-12-23,Lex & Co Site 49
O0000705,LEX-1348,Lex & Co,RICOH-501-BK,BK,2025-04-09,1,low_alert,False,S000632,2025-04-09,2025-04-14,2025-04-14,Lex & Co Site 49
O0000706,LEX-1348,Lex & Co,RICOH-501-BK,BK,2025-08-08,1,low_alert,False,S000966,2025-08-10,2025-08-12,2025-08-12,Lex & Co Site 49
O0000707,LEX-1349,Lex & Co,CANON-4551-BK,BK,2025-07-24,1,low_alert,False,S000929,2025-07-26,2025-07-28,2025-07-29,Lex & Co Site 50
O0000708,LEX-1350,Lex & Co,HP-37A-BK,BK,2024-11-24,1,low_alert,False,S000003,2024-11-25,2024-11-30,2024-11-30,Lex & Co Site 51
O0000709,LEX-1350,Lex & Co,HP-37A-BK,BK,2025-02-15,1,low_alert,False,S000098,2025-02-15,2025-02-18,2025-02-18,Lex & Co Site 51
O0000710,LEX-1350,Lex & Co,HP-37A-BK,BK,2025-05-09,1,low_alert,False,S000723,2025-05-10,2025-05-12,2025-05-12,Lex & Co Site 51
O0000711,LEX-1350,Lex & Co,HP-37A-BK,BK,2025-08-01,1,low_alert,False,S000956,2025-08-02,2025-08-04,2025-08-04,Lex & Co Site 51
O0000712,LEX-1350,Lex & Co,HP-37A-BK,BK,2025-08-02,1,low_alert,False,S000960,2025-08-02,2025-08-05,2025-08-05,Lex & Co Site 51
O0000713,LEX-1351,Lex & Co,RICOH-C3000-BK,BK,2024-11-23,1,low_alert,False,S000002,2024-11-23,2024-11-25,2024-11-25,Lex & Co Site 52
O0000714,LEX-1351,Lex & Co,RICOH-C3000-BK,BK,2025-02-14,1,low_alert,False,S000093,2025-02-16,2025-02-20,2025-02-20,Lex & Co Site 52
O0000715,LEX-1351,Lex & Co,RICOH-C3000-BK,BK,2025-02-15,1,low_alert,False,S000099,2025-02-16,2025-02-19,2025-02-19,Lex & Co Site 52
O0000716,LEX-1351,Lex & Co,RICOH-C3000-BK,BK,2025-02-16,1,low_alert,False,S000101,2025-02-17,2025-02-19,2025-02-19,Lex & Co Site 52
O0000717,LEX-1351,Lex & Co,RICOH-C3000-BK,BK,2025-05-09,1,low_alert,False,S000724,2025-05-09,2025-05-11,2025-05-11,Lex & Co Site 52
O0000718,LEX-1351,Lex & Co,RICOH-C3000-BK,BK,2025-08-01,1,low_alert,False,S000957,2025-08-02,2025-08-05,2025-08-05,Lex & Co Site 52
O0000719,LEX-1351,Lex & Co,RICOH-C3000-BK,BK,2025-08-02,1,low_alert,False,S000961,2025-08-03,2025-08-05,2025-08-05,Lex & Co Site 52
O0000720,LEX-1351,Lex & Co,RICOH-C3000-BK,BK,2025-08-03,1,low_alert,False,S000962,2025-08-03,2025-08-07,2025-08-07,Lex & Co Site 52
O0000721,LEX-1352,Lex & Co,HP-37A-BK,BK,2025-05-21,1,low_alert,False,S000754,2025-05-23,2025-05-26,2025-05-26,Lex & Co Site 53
O0000722,LEX-1354,Lex & Co,RICOH-501-BK,BK,2025-04-10,1,low_alert,False,S000636,2025-04-12,2025-04-14,2025-04-14,Lex & Co Site 55
O0000723,LEX-1354,Lex & Co,RICOH-501-BK,BK,2025-04-11,1,low_alert,False,S000641,2025-04-11,2025-04-14,2025-04-14,Lex & Co Site 55
O0000724,LEX-1355,Lex & Co,CANON-4551-BK,BK,2025-04-09,1,low_alert,False,S000633,2025-04-10,2025-04-12,2025-04-12,Lex & Co Site 56
O0000725,LEX-1355,Lex & Co,CANON-4551-BK,BK,2025-04-10,1,low_alert,False,S000637,2025-04-11,2025-04-16,2025-04-16,Lex & Co Site 56
O0000726,LEX-1357,Lex & Co,HP-37A-BK,BK,2025-04-19,1,low_alert,False,S000673,2025-04-21,2025-04-25,2025-04-25,Lex & Co Site 58
O0000727,LEX-1357,Lex & Co,HP-37A-BK,BK,2025-04-20,1,low_alert,False,S000678,2025-04-20,2025-04-22,2025-04-23,Lex & Co Site 58
O0000728,LEX-1358,Lex & Co,RICOH-C3000-BK,BK,2025-04-04,1,low_alert,False,S000623,2025-04-05,2025-04-07,2025-04-07,Lex & Co Site 59
O0000729,LEX-1359,Lex & Co,RICOH-C3000-BK,BK,2025-06-16,1,low_alert,False,S000821,2025-06-16,2025-06-19,2025-06-19,Lex & Co Site 60
O0000730,LEX-1360,Lex & Co,HP-37A-BK,BK,2025-03-09,1,low_alert,False,S000154,2025-03-10,2025-03-13,2025-03-13,Lex & Co Site 61
O0000731,LEX-1361,Lex & Co,RICOH-C3000-BK,BK,2024-12-30,1,low_alert,False,S000034,2024-12-30,2025-01-03,2025-01-03,Lex & Co Site 62
O0000732,LEX-1361,Lex & Co,RICOH-C3000-BK,BK,2024-12-31,1,low_alert,False,S000036,2024-12-31,2025-01-02,2025-01-02,Lex & Co Site 62
O0000733,LEX-1361,Lex & Co,RICOH-C3000-BK,BK,2025-01-01,1,low_alert,False,S000037,2025-01-01,2025-01-03,2025-01-03,Lex & Co Site 62
O0000734,LEX-1361,Lex & Co,RICOH-C3000-BK,BK,2025-05-21,1,low_alert,False,S000755,2025-05-23,2025-05-25,2025-05-25,Lex & Co Site 62
O0000735,LEX-1362,Lex & Co,RICOH-501-BK,BK,2025-05-29,1,low_alert,False,S000770,2025-05-30,2025-06-01,2025-06-01,Lex & Co Site 63
O0000736,LEX-1363,Lex & Co,RICOH-C3000-BK,BK,2025-03-03,1,low_alert,False,S000139,2025-03-03,2025-03-06,2025-03-06,Lex & Co Site 64
O0000737,LEX-1364,Lex & Co,HP-37A-BK,BK,2025-07-05,1,low_alert,False,S000880,2025-07-06,2025-07-08,2025-07-08,Lex & Co Site 65
O0000738,LEX-1365,Lex & Co,RICOH-C3000-BK,BK,2025-06-16,1,low_alert,False,S000822,2025-06-18,2025-06-21,2025-06-21,Lex & Co Site 66
O0000739,LEX-1366,Lex & Co,CANON-4551-BK,BK,2025-04-10,1,low_alert,False,S000638,2025-04-12,2025-04-15,2025-04-15,Lex & Co Site 67
O0000740,LEX-1367,Lex & Co,RICOH-C3000-BK,BK,2025-02-05,1,low_alert,False,S000078,2025-02-05,2025-02-08,2025-02-08,Lex & Co Site 68
O0000741,LEX-1367,Lex & Co,RICOH-C3000-BK,BK,2025-07-14,1,low_alert,False,S000904,2025-07-14,2025-07-17,2025-07-18,Lex & Co Site 68
O0000742,LEX-1367,Lex & Co,RICOH-C3000-BK,BK,2025-07-15,1,low_alert,False,S000906,2025-07-17,2025-07-20,2025-07-20,Lex & Co Site 68
O0000743,LEX-1368,Lex & Co,HP-37A-BK,BK,2025-06-25,1,low_alert,False,S000854,2025-06-26,2025-06-29,2025-06-29,Lex & Co Site 69
O0000744,LEX-1370,Lex & Co,HP-37A-BK,BK,2025-03-11,1,low_alert,False,S000159,2025-03-12,2025-03-15,2025-03-15,Lex & Co Site 71
O0000745,LEX-1372,Lex & Co,RICOH-C3000-BK,BK,2025-03-11,1,low_alert,False,S000160,2025-03-12,2025-03-15,2025-03-15,Lex & Co Site 73
O0000746,LEX-1373,Lex & Co,RICOH-501-BK,BK,2024-12-13,1,low_alert,False,S000012,2024-12-15,2024-12-18,2024-12-18,Lex & Co Site 74
O0000747,LEX-1373,Lex & Co,RICOH-501-BK,BK,2024-12-14,1,low_alert,False,S000014,2024-12-16,2024-12-18,2024-12-18,Lex & Co Site 74
O0000748,LEX-1373,Lex & Co,RICOH-501-BK,BK,2025-03-29,1,low_alert,False,S000607,2025-03-29,2025-03-31,2025-03-31,Lex & Co Site 74
O0000749,LEX-1373,Lex & Co,RICOH-501-BK,BK,2025-07-20,1,low_alert,False,S000921,2025-07-22,2025-07-24,2025-07-24,Lex & Co Site 74
O0000750,LEX-1374,Lex & Co,RICOH-C3000-BK,BK,2025-03-18,1,low_alert,False,S000576,2025-03-19,2025-03-22,2025-03-22,Lex & Co Site 75
O0000751,LEX-1375,Lex & Co,RICOH-501-BK,BK,2025-08-24,1,low_alert,False,S001005,2025-08-26,2025-08-29,2025-08-31,Lex & Co Site 76
O0000752,LEX-1377,Lex & Co,RICOH-C3000-BK,BK,2024-12-23,1,low_alert,False,S000025,2024-12-23,2024-12-25,2024-12-25,Lex & Co Site 78
O0000753,LEX-1377,Lex & Co,RICOH-C3000-BK,BK,2025-04-24,1,low_alert,False,S000693,2025-04-26,2025-04-29,2025-04-29,Lex & Co Site 78
O0000754,LEX-1377,Lex & Co,RICOH-C3000-BK,BK,2025-08-31,1,low_alert,False,S001050,2025-09-01,2025-09-03,2025-09-03,Lex & Co Site 78
O0000755,LEX-1378,Lex & Co,RICOH-501-BK,BK,2025-04-02,1,low_alert,False,S000619,2025-04-04,2025-04-06,2025-04-06,Lex & Co Site 79
O0000756,LEX-1379,Lex & Co,RICOH-501-BK,BK,2025-02-24,1,low_alert,False,S000119,2025-02-24,2025-02-28,2025-02-28,Lex & Co Site 80
O0000757,LEX-1379,Lex & Co,RICOH-501-BK,BK,2025-08-21,1,low_alert,False,S000998,2025-08-21,2025-08-25,2025-08-25,Lex & Co Site 80
O0000758,TAXIFY-1380,Taxify LLP,HP-37A-BK,BK,2025-03-07,1,low_alert,False,S000150,2025-03-07,2025-03-09,2025-03-09,Taxify LLP Site 1
O0000759,TAXIFY-1380,Taxify LLP,HP-37A-BK,BK,2025-08-28,1,low_alert,False,S001025,2025-08-29,2025-09-03,2025-09-03,Taxify LLP Site 1
O0000760,TAXIFY-1380,Taxify LLP,HP-37A-BK,BK,2025-08-29,1,low_alert,False,S001034,2025-08-29,2025-09-03,2025-09-03,Taxify LLP Site 1
O0000761,TAXIFY-1380,Taxify LLP,HP-37A-BK,BK,2025-08-30,1,low_alert,False,S001041,2025-09-01,2025-09-03,2025-09-03,Taxify LLP Site 1
O0000762,TAXIFY-1380,Taxify LLP,HP-37A-BK,BK,2025-08-31,1,low_alert,False,S001051,2025-09-02,2025-09-04,2025-09-04,Taxify LLP Site 1
O0000763,TAXIFY-1381,Taxify LLP,HP-37A-BK,BK,2025-04-22,1,low_alert,False,S000685,2025-04-22,2025-04-25,2025-04-25,Taxify LLP Site 2
O0000764,TAXIFY-1382,Taxify LLP,RICOH-501-BK,BK,2025-04-24,1,low_alert,False,S000694,2025-04-26,2025-04-28,2025-04-28,Taxify LLP Site 3
O0000765,TAXIFY-1386,Taxify LLP,HP-37A-BK,BK,2025-04-22,1,low_alert,False,S000686,2025-04-22,2025-04-25,2025-04-26,Taxify LLP Site 7
O0000766,TAXIFY-1387,Taxify LLP,HP-37A-BK,BK,2025-04-28,1,low_alert,False,S000710,2025-04-29,2025-05-02,2025-05-02,Taxify LLP Site 8
O0000767,TAXIFY-1388,Taxify LLP,RICOH-C3000-BK,BK,2025-03-05,1,low_alert,False,S000147,2025-03-06,2025-03-09,2025-03-09,Taxify LLP Site 9
O0000768,TAXIFY-1388,Taxify LLP,RICOH-C3000-BK,BK,2025-08-11,1,low_alert,False,S000976,2025-08-11,2025-08-14,2025-08-14,Taxify LLP Site 9
O0000769,TAXIFY-1389,Taxify LLP,HP-37A-BK,BK,2025-04-27,1,low_alert,False,S000706,2025-04-28,2025-04-30,2025-04-30,Taxify LLP Site 10
O0000770,TAXIFY-1390,Taxify LLP,RICOH-C3000-BK,BK,2025-03-14,1,low_alert,False,S000166,2025-03-14,2025-03-16,2025-03-18,Taxify LLP Site 11
O0000771,TAXIFY-1391,Taxify LLP,RICOH-C3000-BK,BK,2025-02-18,1,low_alert,False,S000105,2025-02-19,2025-02-22,2025-02-22,Taxify LLP Site 12
O0000772,TAXIFY-1391,Taxify LLP,RICOH-C3000-BK,BK,2025-05-16,1,low_alert,False,S000738,2025-05-17,2025-05-19,2025-05-21,Taxify LLP Site 12
O0000773,TAXIFY-1392,Taxify LLP,RICOH-C3000-BK,BK,2025-06-05,1,low_alert,False,S000789,2025-06-07,2025-06-09,2025-06-09,Taxify LLP Site 13
O0000774,TAXIFY-1393,Taxify LLP,RICOH-501-BK,BK,2025-04-21,1,low_alert,False,S000680,2025-04-22,2025-04-24,2025-04-24,Taxify LLP Site 14
O0000775,TAXIFY-1395,Taxify LLP,RICOH-501-BK,BK,2025-02-26,1,low_alert,False,S000128,2025-02-28,2025-03-04,2025-03-04,Taxify LLP Site 16
O0000776,TAXIFY-1395,Taxify LLP,RICOH-501-BK,BK,2025-06-25,1,low_alert,False,S000855,2025-06-25,2025-06-27,2025-06-27,Taxify LLP Site 16
O0000777,TAXIFY-1396,Taxify LLP,CANON-4551-BK,BK,2025-04-05,1,low_alert,False,S000625,2025-04-07,2025-04-12,2025-04-12,Taxify LLP Site 17
O0000778,TAXIFY-1397,Taxify LLP,RICOH-C3000-BK,BK,2025-03-03,1,low_alert,False,S000140,2025-03-03,2025-03-05,2025-03-05,Taxify LLP Site 18
O0000779,TAXIFY-1397,Taxify LLP,RICOH-C3000-BK,BK,2025-07-23,1,low_alert,False,S000928,2025-07-25,2025-07-27,2025-07-27,Taxify LLP Site 18
O0000780,TAXIFY-1398,Taxify LLP,CANON-4551-BK,BK,2025-02-01,1,low_alert,False,S000073,2025-02-03,2025-02-06,2025-02-06,Taxify LLP Site 19
O0000781,TAXIFY-1398,Taxify LLP,CANON-4551-BK,BK,2025-04-07,1,low_alert,False,S000628,2025-04-08,2025-04-11,2025-04-11,Taxify LLP Site 19
O0000782,TAXIFY-1399,Taxify LLP,CANON-4551-BK,BK,2025-02-19,1,low_alert,False,S000106,2025-02-19,2025-02-21,2025-02-21,Taxify LLP Site 20
O0000783,TAXIFY-1399,Taxify LLP,CANON-4551-BK,BK,2025-02-20,1,low_alert,False,S000110,2025-02-22,2025-02-24,2025-02-24,Taxify LLP Site 20
O0000784,TAXIFY-1399,Taxify LLP,CANON-4551-BK,BK,2025-05-30,1,low_alert,False,S000772,2025-06-01,2025-06-05,2025-06-05,Taxify LLP Site 20
O0000785,TAXIFY-1399,Taxify LLP,CANON-4551-BK,BK,2025-05-31,1,low_alert,False,S000776,2025-05-31,2025-06-03,2025-06-03,Taxify LLP Site 20
O0000786,TAXIFY-1399,Taxify LLP,CANON-4551-BK,BK,2025-06-01,1,low_alert,False,S000781,2025-06-03,2025-06-05,2025-06-05,Taxify LLP Site 20
O0000787,TAXIFY-1400,Taxify LLP,CANON-4551-BK,BK,2025-04-12,1,low_alert,False,S000646,2025-04-13,2025-04-16,2025-04-16,Taxify LLP Site 21
O0000788,TAXIFY-1400,Taxify LLP,CANON-4551-BK,BK,2025-04-13,1,low_alert,False,S000652,2025-04-14,2025-04-16,2025-04-16,Taxify LLP Site 21
O0000789,TAXIFY-1401,Taxify LLP,HP-37A-BK,BK,2025-03-12,1,low_alert,False,S000162,2025-03-14,2025-03-17,2025-03-17,Taxify LLP Site 22
O0000790,TAXIFY-1401,Taxify LLP,HP-37A-BK,BK,2025-03-13,1,low_alert,False,S000165,2025-03-15,2025-03-17,2025-03-17,Taxify LLP Site 22
O0000791,TAXIFY-1403,Taxify LLP,RICOH-501-BK,BK,2025-03-17,1,low_alert,False,S000173,2025-03-17,2025-03-19,2025-03-19,Taxify LLP Site 24
O0000792,TAXIFY-1403,Taxify LLP,RICOH-501-BK,BK,2025-03-18,1,low_alert,False,S000577,2025-03-19,2025-03-21,2025-03-21,Taxify LLP Site 24
O0000793,TAXIFY-1403,Taxify LLP,RICOH-501-BK,BK,2025-03-19,1,low_alert,False,S000581,2025-03-21,2025-03-23,2025-03-23,Taxify LLP Site 24
O0000794,TAXIFY-1404,Taxify LLP,HP-37A-BK,BK,2025-04-09,1,low_alert,False,S000635,2025-04-09,2025-04-11,2025-04-11,Taxify LLP Site 25
O0000795,TAXIFY-1406,Taxify LLP,RICOH-501-BK,BK,2025-02-11,1,low_alert,False,S000086,2025-02-11,2025-02-14,2025-02-14,Taxify LLP Site 27
O0000796,TAXIFY-1406,Taxify LLP,RICOH-501-BK,BK,2025-02-12,1,low_alert,False,S000089,2025-02-13,2025-02-16,2025-02-16,Taxify LLP Site 27
O0000797,TAXIFY-1406,Taxify LLP,RICOH-501-BK,BK,2025-04-30,1,low_alert,False,S000712,2025-04-30,2025-05-04,2025-05-04,Taxify LLP Site 27
O0000798,TAXIFY-1407,Taxify LLP,CANON-4551-BK,BK,2025-07-24,1,low_alert,False,S000930,2025-07-26,2025-07-30,2025-07-30,Taxify LLP Site 28
O0000799,TAXIFY-1408,Taxify LLP,HP-37A-BK,BK,2025-03-14,1,low_alert,False,S000167,2025-03-16,2025-03-18,2025-03-18,Taxify LLP Site 29
