shipment_id,client,location,ship_date,eta_date,delivered_date,orders_count,sla_days,days_in_transit,on_time,days_late
S000276,Kroger,Kroger Site 26,2025-03-19,2025-03-22,2025-03-22,6,3,3,True,0
S000277,Kroger,Kroger Site 26,2025-03-18,2025-03-21,2025-03-21,2,3,3,True,0
S000278,Kroger,Kroger Site 26,2025-03-19,2025-03-21,2025-03-21,10,2,2,True,0
S000279,Kroger,Kroger Site 26,2025-03-19,2025-03-21,2025-03-21,3,2,2,True,0
S000280,Kroger,Kroger Site 26,2025-03-19,2025-03-21,2025-03-21,1,2,2,True,0
S000281,Kroger,Kroger Site 26,2025-03-20,2025-03-25,2025-03-25,1,5,5,True,0
S000282,Kroger,Kroger Site 26,2025-03-20,2025-03-24,2025-03-25,3,4,5,False,1
S000283,Kroger,Kroger Site 27,2025-03-20,2025-03-22,2025-03-22,7,2,2,True,0
S000284,Kroger,Kroger Site 28,2025-03-20,2025-03-22,2025-03-22,6,2,2,True,0
S000285,Kroger,Kroger Site 28,2025-03-18,2025-03-21,2025-03-21,1,3,3,True,0
S000286,Kroger,Kroger Site 28,2025-03-20,2025-03-25,2025-03-25,8,5,5,True,0
S000287,Kroger,Kroger Site 28,2025-03-19,2025-03-22,2025-03-22,3,3,3,True,0
S000288,Kroger,Kroger Site 28,2025-03-20,2025-03-24,2025-03-24,3,4,4,True,0
S000289,Kroger,Kroger Site 28,2025-03-20,2025-03-22,2025-03-22,1,2,2,True,0
S000290,Kroger,Kroger Site 29,2025-03-18,2025-03-20,2025-03-20,4,2,2,True,0
S000291,Kroger,Kroger Site 29,2025-03-19,2025-03-22,2025-03-22,4,3,3,True,0
S000292,Kroger,Kroger Site 29,2025-03-18,2025-03-20,2025-03-20,1,2,2,True,0
S000293,Kroger,Kroger Site 29,2025-03-18,2025-03-20,2025-03-20,4,2,2,True,0
S000294,Kroger,Kroger Site 29,2025-03-19,2025-03-23,2025-03-23,2,4,4,True,0
S000295,Kroger,Kroger Site 29,2025-03-19,2025-03-21,2025-03-21,5,2,2,True,0
S000296,Kroger,Kroger Site 29,2025-03-20,2025-03-22,2025-03-22,10,2,2,True,0
S000297,Kroger,Kroger Site 29,2025-03-19,2025-03-23,2025-03-23,4,4,4,True,0
S000298,Kroger,Kroger Site 3,2025-03-18,2025-03-21,2025-03-21,2,3,3,True,0
S000299,Kroger,Kroger Site 3,2025-03-18,2025-03-20,2025-03-20,1,2,2,True,0
S000300,Kroger,Kroger Site 3,2025-03-18,2025-03-20,2025-03-20,2,2,2,True,0
S000301,Kroger,Kroger Site 3,2025-03-19,2025-03-21,2025-03-22,1,2,3,False,1
S000302,Kroger,Kroger Site 30,2025-03-19,2025-03-21,2025-03-21,1,2,2,True,0
S000303,Kroger,Kroger Site 30,2025-03-20,2025-03-24,2025-03-24,10,4,4,True,0
S000304,Kroger,Kroger Site 30,2025-03-19,2025-03-22,2025-03-22,3,3,3,True,0
S000305,Kroger,Kroger Site 30,2025-03-20,2025-03-24,2025-03-24,9,4,4,True,0
S000306,Kroger,Kroger Site 30,2025-03-19,2025-03-22,2025-03-22,2,3,3,True,0
S000307,Kroger,Kroger Site 30,2025-03-20,2025-03-22,2025-03-22,1,2,2,True,0
S000308,Kroger,Kroger Site 31,2025-03-19,2025-03-21,2025-03-21,10,2,2,True,0
S000309,Kroger,Kroger Site 31,2025-03-19,2025-03-23,2025-03-23,1,4,4,True,0
S000310,Kroger,Kroger Site 32,2025-03-19,2025-03-21,2025-03-21,7,2,2,True,0
S000311,Kroger,Kroger Site 32,2025-03-19,2025-03-21,2025-03-21,1,2,2,True,0
S000312,Kroger,Kroger Site 32,2025-03-20,2025-03-22,2025-03-22,5,2,2,True,0
S000313,Kroger,Kroger Site 32,2025-03-19,2025-03-21,2025-03-21,7,2,2,True,0
S000314,Kroger,Kroger Site 32,2025-03-19,2025-03-22,2025-03-22,5,3,3,True,0
S000315,Kroger,Kroger Site 32,2025-03-19,2025-03-21,2025-03-21,9,2,2,True,0
S000316,Kroger,Kroger Site 32,2025-03-19,2025-03-21,2025-03-21,1,2,2,True,0
S000317,Kroger,Kroger Site 32,2025-03-20,2025-03-22,2025-03-22,2,2,2,True,0
S000318,Kroger,Kroger Site 33,2025-03-18,2025-03-21,2025-03-21,10,3,3,True,0
S000319,Kroger,Kroger Site 33,2025-03-20,2025-03-22,2025-03-22,8,2,2,True,0
S000320,Kroger,Kroger Site 33,2025-03-18,2025-03-21,2025-03-21,4,3,3,True,0
S000321,Kroger,Kroger Site 33,2025-03-19,2025-03-23,2025-03-23,7,4,4,True,0
S000322,Kroger,Kroger Site 33,2025-03-20,2025-03-24,2025-03-24,5,4,4,True,0
S000323,Kroger,Kroger Site 33,2025-03-20,2025-03-24,2025-03-24,2,4,4,True,0
S000324,Kroger,Kroger Site 33,2025-03-20,2025-03-24,2025-03-24,7,4,4,True,0
S000325,Kroger,Kroger Site 33,2025-03-20,2025-03-22,2025-03-22,5,2,2,True,0
S000326,Kroger,Kroger Site 33,2025-03-20,2025-03-22,2025-03-22,1,2,2,True,0
S000327,Kroger,Kroger Site 33,2025-03-18,2025-03-20,2025-03-20,1,2,2,True,0
S000328,Kroger,Kroger Site 33,2025-03-20,2025-03-22,2025-03-23,2,2,3,False,1
S000329,Kroger,Kroger Site 34,2025-03-20,2025-03-22,2025-03-22,8,2,2,True,0
S000330,Kroger,Kroger Site 34,2025-03-19,2025-03-21,2025-03-21,7,2,2,True,0
S000331,Kroger,Kroger Site 34,2025-03-18,2025-03-21,2025-03-21,2,3,3,True,0
S000332,Kroger,Kroger Site 34,2025-03-19,2025-03-22,2025-03-22,4,3,3,True,0
S000333,Kroger,Kroger Site 34,2025-03-20,2025-03-25,2025-03-27,6,5,7,False,2
S000334,Kroger,Kroger Site 34,2025-03-19,2025-03-21,2025-03-21,1,2,2,True,0
S000335,Kroger,Kroger Site 34,2025-03-20,2025-03-22,2025-03-23,1,2,3,False,1
S000336,Kroger,Kroger Site 34,2025-03-18,2025-03-21,2025-03-21,1,3,3,True,0
S000337,Kroger,Kroger Site 35,2025-03-18,2025-03-21,2025-03-21,6,3,3,True,0
S000338,Kroger,Kroger Site 35,2025-03-18,2025-03-20,2025-03-20,1,2,2,True,0
S000339,Kroger,Kroger Site 35,2025-03-18,2025-03-21,2025-03-21,1,3,3,True,0
S000340,Kroger,Kroger Site 35,2025-03-18,2025-03-21,2025-03-21,1,3,3,True,0
S000341,Kroger,Kroger Site 36,2025-03-20,2025-03-25,2025-03-25,3,5,5,True,0
S000342,Kroger,Kroger Site 36,2025-03-19,2025-03-21,2025-03-21,10,2,2,True,0
S000343,Kroger,Kroger Site 36,2025-03-20,2025-03-22,2025-03-23,7,2,3,False,1
S000344,Kroger,Kroger Site 36,2025-03-18,2025-03-20,2025-03-20,2,2,2,True,0
S000345,Kroger,Kroger Site 37,2025-03-19,2025-03-21,2025-03-22,2,2,3,False,1
S000346,Kroger,Kroger Site 37,2025-03-18,2025-03-20,2025-03-20,1,2,2,True,0
S000347,Kroger,Kroger Site 37,2025-03-18,2025-03-20,2025-03-20,9,2,2,True,0
S000348,Kroger,Kroger Site 37,2025-03-20,2025-03-24,2025-03-24,5,4,4,True,0
S000349,Kroger,Kroger Site 37,2025-03-19,2025-03-21,2025-03-22,10,2,3,False,1
S000350,Kroger,Kroger Site 37,2025-03-19,2025-03-24,2025-03-25,10,5,6,False,1
S000351,Kroger,Kroger Site 37,2025-03-18,2025-03-21,2025-03-21,2,3,3,True,0
S000352,Kroger,Kroger Site 37,2025-03-19,2025-03-22,2025-03-22,1,3,3,True,0
S000353,Kroger,Kroger Site 38,2025-03-18,2025-03-21,2025-03-21,3,3,3,True,0
S000354,Kroger,Kroger Site 38,2025-03-18,2025-03-21,2025-03-21,5,3,3,True,0
S000355,Kroger,Kroger Site 38,2025-03-20,2025-03-23,2025-03-23,3,3,3,True,0
S000356,Kroger,Kroger Site 38,2025-03-18,2025-03-20,2025-03-20,3,2,2,True,0
S000357,Kroger,Kroger Site 38,2025-03-19,2025-03-22,2025-03-22,1,3,3,True,0
S000358,Kroger,Kroger Site 39,2025-03-18,2025-03-20,2025-03-20,6,2,2,True,0
S000359,Kroger,Kroger Site 39,2025-03-18,2025-03-21,2025-03-21,7,3,3,True,0
S000360,Kroger,Kroger Site 39,2025-03-18,2025-03-20,2025-03-20,6,2,2,True,0
S000361,Kroger,Kroger Site 4,2025-03-18,2025-03-21,2025-03-22,3,3,4,False,1
S000362,Kroger,Kroger Site 4,2025-03-20,2025-03-23,2025-03-23,1,3,3,True,0
S000363,Kroger,Kroger Site 4,2025-03-18,2025-03-22,2025-03-22,8,4,4,True,0
S000364,Kroger,Kroger Site 4,2025-03-19,2025-03-22,2025-03-22,8,3,3,True,0
S000365,Kroger,Kroger Site 4,2025-03-19,2025-03-21,2025-03-21,4,2,2,True,0
S000366,Kroger,Kroger Site 4,2025-03-18,2025-03-21,2025-03-21,7,3,3,True,0
S000367,Kroger,Kroger Site 40,2025-03-20,2025-03-22,2025-03-22,5,2,2,True,0
S000368,Kroger,Kroger Site 40,2025-03-19,2025-03-23,2025-03-23,4,4,4,True,0
S000369,Kroger,Kroger Site 40,2025-03-19,2025-03-21,2025-03-21,4,2,2,True,0
S000370,Kroger,Kroger Site 40,2025-03-20,2025-03-23,2025-03-23,6,3,3,True,0
S000371,Kroger,Kroger Site 40,2025-03-20,2025-03-22,2025-03-22,6,2,2,True,0
S000372,Kroger,Kroger Site 40,2025-03-18,2025-03-20,2025-03-20,1,2,2,True,0
S000373,Kroger,Kroger Site 41,2025-03-20,2025-03-23,2025-03-23,2,3,3,True,0
S000374,Kroger,Kroger Site 41,2025-03-20,2025-03-22,2025-03-22,4,2,2,True,0
S000375,Kroger,Kroger Site 42,2025-03-19,2025-03-21,2025-03-21,1,2,2,True,0
S000376,Kroger,Kroger Site 42,2025-03-19,2025-03-23,2025-03-23,2,4,4,True,0
S000377,Kroger,Kroger Site 43,2025-03-18,2025-03-20,2025-03-20,1,2,2,True,0
S000378,Kroger,Kroger Site 43,2025-03-19,2025-03-22,2025-03-22,4,3,3,True,0
S000379,Kroger,Kroger Site 43,2025-03-20,2025-03-23,2025-03-23,1,3,3,True,0
S000380,Kroger,Kroger Site 43,2025-03-20,2025-03-23,2025-03-23,1,3,3,True,0
S000381,Kroger,Kroger Site 44,2025-03-20,2025-03-25,2025-03-26,5,5,6,False,1
S000382,Kroger,Kroger Site 44,2025-03-19,2025-03-22,2025-03-22,1,3,3,True,0
S000383,Kroger,Kroger Site 44,2025-03-18,2025-03-22,2025-03-22,9,4,4,True,0
S000384,Kroger,Kroger Site 44,2025-03-20,2025-03-22,2025-03-22,2,2,2,True,0
S000385,Kroger,Kroger Site 44,2025-03-20,2025-03-24,2025-03-24,1,4,4,True,0
S000386,Kroger,Kroger Site 45,2025-03-18,2025-03-21,2025-03-21,6,3,3,True,0
S000387,Kroger,Kroger Site 45,2025-03-19,2025-03-21,2025-03-21,4,2,2,True,0
S000388,Kroger,Kroger Site 45,2025-03-18,2025-03-23,2025-03-23,3,5,5,True,0
S000389,Kroger,Kroger Site 45,2025-03-20,2025-03-22,2025-03-22,9,2,2,True,0
S000390,Kroger,Kroger Site 47,2025-03-18,2025-03-21,2025-03-21,5,3,3,True,0
S000391,Kroger,Kroger Site 47,2025-03-18,2025-03-20,2025-03-20,4,2,2,True,0
S000392,Kroger,Kroger Site 47,2025-03-19,2025-03-22,2025-03-22,4,3,3,True,0
S000393,Kroger,Kroger Site 47,2025-03-18,2025-03-20,2025-03-20,2,2,2,True,0
S000394,Kroger,Kroger Site 48,2025-03-19,2025-03-21,2025-03-21,1,2,2,True,0
S000395,Kroger,Kroger Site 48,2025-03-20,2025-03-23,2025-03-23,6,3,3,True,0
S000396,Kroger,Kroger Site 48,2025-03-20,2025-03-23,2025-03-23,2,3,3,True,0
S000397,Kroger,Kroger Site 48,2025-03-20,2025-03-23,2025-03-23,5,3,3,True,0
S000398,Kroger,Kroger Site 48,2025-03-20,2025-03-23,2025-03-23,6,3,3,True,0
S000399,Kroger,Kroger Site 49,2025-03-18,2025-03-20,2025-03-20,8,2,2,True,0
S000400,Kroger,Kroger Site 49,2025-03-20,2025-03-25,2025-03-25,7,5,5,True,0
S000401,Kroger,Kroger Site 49,2025-03-20,2025-03-24,2025-03-24,1,4,4,True,0
S000402,Kroger,Kroger Site 49,2025-03-18,2025-03-20,2025-03-20,1,2,2,True,0
S000403,Kroger,Kroger Site 49,2025-03-20,2025-03-23,2025-03-23,1,3,3,True,0
S000404,Kroger,Kroger Site 49,2025-03-19,2025-03-24,2025-03-24,4,5,5,True,0
S000405,Kroger,Kroger Site 49,2025-03-18,2025-03-20,2025-03-22,1,2,4,False,2
S000406,Kroger,Kroger Site 5,2025-03-18,2025-03-20,2025-03-20,2,2,2,True,0
S000407,Kroger,Kroger Site 5,2025-03-19,2025-03-21,2025-03-21,7,2,2,True,0
S000408,Kroger,Kroger Site 5,2025-03-20,2025-03-22,2025-03-22,2,2,2,True,0
S000409,Kroger,Kroger Site 5,2025-03-18,2025-03-23,2025-03-23,10,5,5,True,0
S000410,Kroger,Kroger Site 5,2025-03-20,2025-03-24,2025-03-24,6,4,4,True,0
S000411,Kroger,Kroger Site 5,2025-03-19,2025-03-22,2025-03-22,4,3,3,True,0
S000412,Kroger,Kroger Site 5,2025-03-18,2025-03-21,2025-03-21,2,3,3,True,0
S000413,Kroger,Kroger Site 50,2025-03-19,2025-03-21,2025-03-21,5,2,2,True,0
S000414,Kroger,Kroger Site 50,2025-03-19,2025-03-21,2025-03-21,3,2,2,True,0
S000415,Kroger,Kroger Site 50,2025-03-19,2025-03-22,2025-03-22,9,3,3,True,0
S000416,Kroger,Kroger Site 50,2025-03-18,2025-03-21,2025-03-21,6,3,3,True,0
S000417,Kroger,Kroger Site 50,2025-03-19,2025-03-21,2025-03-21,1,2,2,True,0
S000418,Kroger,Kroger Site 50,2025-03-20,2025-03-22,2025-03-22,1,2,2,True,0
S000419,Kroger,Kroger Site 51,2025-03-18,2025-03-20,2025-03-20,10,2,2,True,0
S000420,Kroger,Kroger Site 51,2025-03-20,2025-03-22,2025-03-24,6,2,4,False,2
S000421,Kroger,Kroger Site 51,2025-03-20,2025-03-24,2025-03-24,2,4,4,True,0
S000422,Kroger,Kroger Site 51,2025-03-19,2025-03-22,2025-03-22,1,3,3,True,0
S000423,Kroger,Kroger Site 51,2025-03-20,2025-03-24,2025-03-24,1,4,4,True,0
S000424,Kroger,Kroger Site 52,2025-03-18,2025-03-20,2025-03-20,4,2,2,True,0
S000425,Kroger,Kroger Site 52,2025-03-20,2025-03-22,2025-03-22,4,2,2,True,0
S000426,Kroger,Kroger Site 52,2025-03-20,2025-03-24,2025-03-24,1,4,4,True,0
S000427,Kroger,Kroger Site 54,2025-03-19,2025-03-21,2025-03-21,9,2,2,True,0
S000428,Kroger,Kroger Site 54,2025-03-19,2025-03-22,2025-03-22,10,3,3,True,0
S000429,Kroger,Kroger Site 54,2025-03-19,2025-03-21,2025-03-21,5,2,2,True,0
S000430,Kroger,Kroger Site 54,2025-03-18,2025-03-20,2025-03-20,7,2,2,True,0
S000431,Kroger,Kroger Site 54,2025-03-18,2025-03-22,2025-03-22,5,4,4,True,0
S000432,Kroger,Kroger Site 55,2025-03-20,2025-03-23,2025-03-23,1,3,3,True,0
S000433,Kroger,Kroger Site 55,2025-03-19,2025-03-22,2025-03-22,4,3,3,True,0
S000434,Kroger,Kroger Site 55,2025-03-19,2025-03-22,2025-03-22,4,3,3,True,0
S000435,Kroger,Kroger Site 55,2025-03-20,2025-03-23,2025-03-23,4,3,3,True,0
S000436,Kroger,Kroger Site 55,2025-03-19,2025-03-22,2025-03-23,8,3,4,False,1
S000437,Kroger,Kroger Site 56,2025-03-20,2025-03-24,2025-03-24,3,4,4,True,0
S000438,Kroger,Kroger Site 56,2025-03-20,2025-03-23,2025-03-23,4,3,3,True,0
S000439,Kroger,Kroger Site 56,2025-03-18,2025-03-20,2025-03-20,2,2,2,True,0
S000440,Kroger,Kroger Site 56,2025-03-18,2025-03-21,2025-03-21,4,3,3,True,0
S000441,Kroger,Kroger Site 56,2025-03-18,2025-03-22,2025-03-22,2,4,4,True,0
S000442,Kroger,Kroger Site 56,2025-03-19,2025-03-22,2025-03-22,2,3,3,True,0
S000443,Kroger,Kroger Site 56,2025-03-19,2025-03-21,2025-03-21,1,2,2,True,0
S000444,Kroger,Kroger Site 57,2025-03-18,2025-03-21,2025-03-22,3,3,4,False,1
S000445,Kroger,Kroger Site 57,2025-03-18,2025-03-21,2025-03-21,3,3,3,True,0
S000446,Kroger,Kroger Site 57,2025-03-20,2025-03-24,2025-03-24,2,4,4,True,0
S000447,Kroger,Kroger Site 57,2025-03-20,2025-03-23,2025-03-24,2,3,4,False,1
S000448,Kroger,Kroger Site 57,2025-03-20,2025-03-23,2025-03-23,6,3,3,True,0
S000449,Kroger,Kroger Site 57,2025-03-18,2025-03-20,2025-03-20,3,2,2,True,0
S000450,Kroger,Kroger Site 57,2025-03-18,2025-03-22,2025-03-22,5,4,4,True,0
S000451,Kroger,Kroger Site 57,2025-03-19,2025-03-21,2025-03-21,1,2,2,True,0
S000452,Kroger,Kroger Site 58,2025-03-18,2025-03-21,2025-03-21,5,3,3,True,0
S000453,Kroger,Kroger Site 58,2025-03-19,2025-03-21,2025-03-21,3,2,2,True,0
S000454,Kroger,Kroger Site 58,2025-03-19,2025-03-22,2025-03-22,1,3,3,True,0
S000455,Kroger,Kroger Site 59,2025-03-19,2025-03-22,2025-03-22,7,3,3,True,0
S000456,Kroger,Kroger Site 59,2025-03-18,2025-03-21,2025-03-21,1,3,3,True,0
S000457,Kroger,Kroger Site 59,2025-03-19,2025-03-22,2025-03-22,3,3,3,True,0
S000458,Kroger,Kroger Site 59,2025-03-20,2025-03-23,2025-03-23,9,3,3,True,0
S000459,Kroger,Kroger Site 59,2025-03-20,2025-03-23,2025-03-23,1,3,3,True,0
S000460,Kroger,Kroger Site 59,2025-03-19,2025-03-22,2025-03-23,3,3,4,False,1
S000461,Kroger,Kroger Site 59,2025-03-19,2025-03-21,2025-03-21,9,2,2,True,0
S000462,Kroger,Kroger Site 59,2025-03-18,2025-03-20,2025-03-20,2,2,2,True,0
S000463,Kroger,Kroger Site 59,2025-03-19,2025-03-21,2025-03-21,2,2,2,True,0
S000464,Kroger,Kroger Site 59,2025-03-18,2025-03-22,2025-03-22,5,4,4,True,0
S000465,Kroger,Kroger Site 59,2025-03-20,2025-03-22,2025-03-22,1,2,2,True,0
S000466,Kroger,Kroger Site 59,2025-03-18,2025-03-22,2025-03-23,1,4,5,False,1
S000467,Kroger,Kroger Site 6,2025-03-20,2025-03-23,2025-03-23,6,3,3,True,0
S000468,Kroger,Kroger Site 6,2025-03-20,2025-03-23,2025-03-23,2,3,3,True,0
S000469,Kroger,Kroger Site 6,2025-03-20,2025-03-25,2025-03-25,2,5,5,True,0
S000470,Kroger,Kroger Site 6,2025-03-18,2025-03-20,2025-03-20,5,2,2,True,0
S000471,Kroger,Kroger Site 6,2025-03-20,2025-03-22,2025-03-22,2,2,2,True,0
S000472,Kroger,Kroger Site 6,2025-03-19,2025-03-21,2025-03-21,4,2,2,True,0
S000473,Kroger,Kroger Site 6,2025-03-18,2025-03-20,2025-03-20,6,2,2,True,0
S000474,Kroger,Kroger Site 6,2025-03-18,2025-03-20,2025-03-20,5,2,2,True,0
S000475,Kroger,Kroger Site 6,2025-03-19,2025-03-22,2025-03-22,10,3,3,True,0
S000476,Kroger,Kroger Site 6,2025-03-20,2025-03-23,2025-03-23,1,3,3,True,0
S000477,Kroger,Kroger Site 60,2025-03-18,2025-03-20,2025-03-20,6,2,2,True,0
S000478,Kroger,Kroger Site 60,2025-03-19,2025-03-23,2025-03-23,1,4,4,True,0
S000479,Kroger,Kroger Site 60,2025-03-18,2025-03-21,2025-03-21,1,3,3,True,0
S000480,Kroger,Kroger Site 61,2025-03-20,2025-03-23,2025-03-23,3,3,3,True,0
S000481,Kroger,Kroger Site 61,2025-03-18,2025-03-21,2025-03-22,8,3,4,False,1
S000482,Kroger,Kroger Site 61,2025-03-19,2025-03-21,2025-03-21,3,2,2,True,0
S000483,Kroger,Kroger Site 61,2025-03-18,2025-03-21,2025-03-22,1,3,4,False,1
S000484,Kroger,Kroger Site 61,2025-03-19,2025-03-21,2025-03-21,2,2,2,True,0
S000485,Kroger,Kroger Site 62,2025-03-20,2025-03-24,2025-03-24,1,4,4,True,0
S000486,Kroger,Kroger Site 62,2025-03-19,2025-03-22,2025-03-22,4,3,3,True,0
S000487,Kroger,Kroger Site 62,2025-03-18,2025-03-20,2025-03-20,5,2,2,True,0
S000488,Kroger,Kroger Site 62,2025-03-20,2025-03-22,2025-03-22,6,2,2,True,0
S000489,Kroger,Kroger Site 62,2025-03-19,2025-03-21,2025-03-21,1,2,2,True,0
S000490,Kroger,Kroger Site 62,2025-03-18,2025-03-20,2025-03-20,8,2,2,True,0
S000491,Kroger,Kroger Site 62,2025-03-18,2025-03-21,2025-03-21,2,3,3,True,0
S000492,Kroger,Kroger Site 62,2025-03-18,2025-03-21,2025-03-21,1,3,3,True,0
S000493,Kroger,Kroger Site 63,2025-03-20,2025-03-25,2025-03-25,2,5,5,True,0
S000494,Kroger,Kroger Site 63,2025-03-18,2025-03-20,2025-03-20,2,2,2,True,0
S000495,Kroger,Kroger Site 63,2025-03-20,2025-03-23,2025-03-23,1,3,3,True,0
S000496,Kroger,Kroger Site 63,2025-03-18,2025-03-20,2025-03-20,1,2,2,True,0
S000497,Kroger,Kroger Site 64,2025-03-20,2025-03-23,2025-03-23,2,3,3,True,0
S000498,Kroger,Kroger Site 64,2025-03-19,2025-03-23,2025-03-23,3,4,4,True,0
S000499,Kroger,Kroger Site 64,2025-03-19,2025-03-21,2025-03-22,3,2,3,False,1
S000500,Kroger,Kroger Site 64,2025-03-20,2025-03-22,2025-03-22,5,2,2,True,0
S000501,Kroger,Kroger Site 64,2025-03-20,2025-03-22,2025-03-22,1,2,2,True,0
S000502,Kroger,Kroger Site 65,2025-03-20,2025-03-23,2025-03-23,9,3,3,True,0
S000503,Kroger,Kroger Site 65,2025-03-20,2025-03-22,2025-03-22,3,2,2,True,0
S000504,Kroger,Kroger Site 65,2025-03-20,2025-03-23,2025-03-23,5,3,3,True,0
S000505,Kroger,Kroger Site 65,2025-03-18,2025-03-21,2025-03-21,1,3,3,True,0
S000506,Kroger,Kroger Site 66,2025-03-20,2025-03-23,2025-03-23,3,3,3,True,0
S000507,Kroger,Kroger Site 66,2025-03-19,2025-03-21,2025-03-21,1,2,2,True,0
S000508,Kroger,Kroger Site 66,2025-03-20,2025-03-23,2025-03-23,7,3,3,True,0
S000509,Kroger,Kroger Site 66,2025-03-19,2025-03-22,2025-03-22,5,3,3,True,0
S000510,Kroger,Kroger Site 66,2025-03-18,2025-03-22,2025-03-22,6,4,4,True,0
S000511,Kroger,Kroger Site 66,2025-03-19,2025-03-21,2025-03-21,3,2,2,True,0
S000512,Kroger,Kroger Site 66,2025-03-18,2025-03-20,2025-03-20,1,2,2,True,0
S000513,Kroger,Kroger Site 67,2025-03-20,2025-03-22,2025-03-22,7,2,2,True,0
S000514,Kroger,Kroger Site 67,2025-03-19,2025-03-23,2025-03-23,5,4,4,True,0
S000515,Kroger,Kroger Site 67,2025-03-19,2025-03-22,2025-03-24,1,3,5,False,2
S000516,Kroger,Kroger Site 68,2025-03-20,2025-03-23,2025-03-23,9,3,3,True,0
S000517,Kroger,Kroger Site 68,2025-03-19,2025-03-22,2025-03-22,10,3,3,True,0
S000518,Kroger,Kroger Site 69,2025-03-19,2025-03-21,2025-03-21,5,2,2,True,0
S000519,Kroger,Kroger Site 69,2025-03-20,2025-03-22,2025-03-22,3,2,2,True,0
S000520,Kroger,Kroger Site 69,2025-03-19,2025-03-24,2025-03-24,4,5,5,True,0
S000521,Kroger,Kroger Site 7,2025-03-19,2025-03-22,2025-03-22,2,3,3,True,0
S000522,Kroger,Kroger Site 7,2025-03-18,2025-03-20,2025-03-20,7,2,2,True,0
S000523,Kroger,Kroger Site 7,2025-03-18,2025-03-20,2025-03-20,2,2,2,True,0
S000524,Kroger,Kroger Site 7,2025-03-18,2025-03-21,2025-03-21,2,3,3,True,0
S000525,Kroger,Kroger Site 7,2025-03-18,2025-03-21,2025-03-21,1,3,3,True,0
S000526,Kroger,Kroger Site 7,2025-03-19,2025-03-23,2025-03-23,1,4,4,True,0
S000527,Kroger,Kroger Site 70,2025-03-18,2025-03-21,2025-03-21,9,3,3,True,0
S000528,Kroger,Kroger Site 70,2025-03-19,2025-03-22,2025-03-22,10,3,3,True,0
S000529,Kroger,Kroger Site 71,2025-03-19,2025-03-23,2025-03-23,6,4,4,True,0
S000530,Kroger,Kroger Site 71,2025-03-19,2025-03-23,2025-03-23,3,4,4,True,0
S000531,Kroger,Kroger Site 71,2025-03-20,2025-03-22,2025-03-22,7,2,2,True,0
S000532,Kroger,Kroger Site 71,2025-03-20,2025-03-22,2025-03-22,5,2,2,True,0
S000533,Kroger,Kroger Site 71,2025-03-19,2025-03-22,2025-03-22,1,3,3,True,0
S000534,Kroger,Kroger Site 72,2025-03-20,2025-03-23,2025-03-23,7,3,3,True,0
S000535,Kroger,Kroger Site 72,2025-03-18,2025-03-21,2025-03-21,7,3,3,True,0
S000536,Kroger,Kroger Site 73,2025-03-20,2025-03-22,2025-03-22,4,2,2,True,0
S000537,Kroger,Kroger Site 73,2025-03-20,2025-03-23,2025-03-23,1,3,3,True,0
S000538,Kroger,Kroger Site 73,2025-03-19,2025-03-21,2025-03-21,1,2,2,True,0
S000539,Kroger,Kroger Site 73,2025-03-19,2025-03-22,2025-03-22,3,3,3,True,0
S000540,Kroger,Kroger Site 73,2025-03-20,2025-03-23,2025-03-23,2,3,3,True,0
S000541,Kroger,Kroger Site 73,2025-03-18,2025-03-20,2025-03-20,3,2,2,True,0
S000542,Kroger,Kroger Site 75,2025-03-19,2025-03-21,2025-03-21,2,2,2,True,0
S000543,Kroger,Kroger Site 75,2025-03-20,2025-03-24,2025-03-24,4,4,4,True,0
S000544,Kroger,Kroger Site 76,2025-03-19,2025-03-23,2025-03-23,3,4,4,True,0
S000545,Kroger,Kroger Site 76,2025-03-19,2025-03-22,2025-03-22,8,3,3,True,0
S000546,Kroger,Kroger Site 76,2025-03-19,2025-03-21,2025-03-21,8,2,2,True,0
S000547,Kroger,Kroger Site 76,2025-03-18,2025-03-20,2025-03-20,3,2,2,True,0
S000548,Kroger,Kroger Site 77,2025-03-20,2025-03-22,2025-03-22,5,2,2,True,0
S000549,Kroger,Kroger Site 77,2025-03-19,2025-03-22,2025-03-22,8,3,3,True,0
S000550,Kroger,Kroger Site 77,2025-03-20,2025-03-22,2025-03-22,7,2,2,True,0
S000551,Kroger,Kroger Site 78,2025-03-19,2025-03-22,2025-03-24,3,3,5,False,2
S000552,Kroger,Kroger Site 78,2025-03-20,2025-03-22,2025-03-22,7,2,2,True,0
S000553,Kroger,Kroger Site 78,2025-03-20,2025-03-24,2025-03-25,9,4,5,False,1
S000554,Kroger,Kroger Site 78,2025-03-20,2025-03-23,2025-03-23,3,3,3,True,0
S000555,Kroger,Kroger Site 78,2025-03-20,2025-03-22,2025-03-22,5,2,2,True,0
S000556,Kroger,Kroger Site 78,2025-03-19,2025-03-22,2025-03-23,1,3,4,False,1
S000557,Kroger,Kroger Site 79,2025-03-19,2025-03-21,2025-03-22,2,2,3,False,1
S000558,Kroger,Kroger Site 79,2025-03-18,2025-03-20,2025-03-20,5,2,2,True,0
S000559,Kroger,Kroger Site 79,2025-03-20,2025-03-23,2025-03-25,3,3,5,False,2
