date,device_id,client,issues,recommendation,severity,rationale,last7d_pages
2025-03-19,KROGER-1074,Kroger,"['oversupply_spike', 'multiple_uninstalled_orders', 'high_usage_7d']",hold,red,6 manual_bulk order(s) on spike day; no install yet.; 6 orders in last 14d without install.; High 7d volume (12864 pages).,12864
2025-03-19,KROGER-1156,Kroger,"['oversupply_spike', 'multiple_uninstalled_orders']",hold,red,6 manual_bulk order(s) on spike day; no install yet.; 6 orders in last 14d without install.,3298
2025-03-19,KROGER-1147,Kroger,"['oversupply_spike', 'multiple_uninstalled_orders']",hold,red,8 manual_bulk order(s) on spike day; no install yet.; 8 orders in last 14d without install.,4616
2025-03-19,KROGER-1276,Kroger,"['oversupply_spike', 'multiple_uninstalled_orders']",hold,red,11 manual_bulk order(s) on spike day; no install yet.; 11 orders in last 14d without install.,4878
2025-03-19,KROGER-1048,Kroger,"['oversupply_spike', 'multiple_uninstalled_orders']",hold,red,9 manual_bulk order(s) on spike day; no install yet.; 9 orders in last 14d without install.,4411
2025-03-19,KROGER-1136,Kroger,"['oversupply_spike', 'multiple_uninstalled_orders']",hold,red,7 manual_bulk order(s) on spike day; no install yet.; 7 orders in last 14d without install.,3923
2025-03-19,KROGER-1037,Kroger,"['oversupply_spike', 'multiple_uninstalled_orders', 'high_usage_7d']",hold,red,8 manual_bulk order(s) on spike day; no install yet.; 8 orders in last 14d without install.; High 7d volume (12663 pages).,12663
2025-03-19,KROGER-1179,Kroger,"['oversupply_spike', 'multiple_uninstalled_orders']",hold,red,11 manual_bulk order(s) on spike day; no install yet.; 11 orders in last 14d without install.,4946
2025-03-19,KROGER-1115,Kroger,"['oversupply_spike', 'multiple_uninstalled_orders']",hold,red,17 manual_bulk order(s) on spike day; no install yet.; 17 orders in last 14d without install.,3936
2025-03-19,LEX-1374,Lex & Co,['high_usage_7d'],check with site,yellow,High 7d volume (10668 pages).,10668
2025-03-19,KROGER-1170,Kroger,"['oversupply_spike', 'multiple_uninstalled_orders']",hold,red,12 manual_bulk order(s) on spike day; no install yet.; 12 orders in last 14d without install.,4506
2025-03-19,KROGER-1055,Kroger,"['oversupply_spike', 'multiple_uninstalled_orders']",hold,red,11 manual_bulk order(s) on spike day; no install yet.; 11 orders in last 14d without install.,5811
