device_id,alert_date,toner_color,level_percent,alert_type
LEX-1334,2025-08-25,BK,20.0,TONER_LOW
LEX-1336,2025-03-09,BK,19.8,TONER_LOW
LEX-1338,2025-03-25,BK,19.4,TONER_LOW
LEX-1338,2025-03-26,BK,18.8,TONER_LOW
LEX-1338,2025-03-27,BK,18.3,TONER_LOW
LEX-1339,2025-05-12,BK,19.9,TONER_LOW
LEX-1340,2024-12-23,BK,19.5,TONER_LOW
LEX-1340,2025-04-22,BK,19.4,TONER_LOW
LEX-1340,2025-08-27,BK,19.5,TONER_LOW
LEX-1341,2025-07-22,BK,19.9,TONER_LOW
LEX-1341,2025-07-23,BK,19.6,TONER_LOW
LEX-1343,2025-07-07,BK,19.9,TONER_LOW
LEX-1343,2025-07-08,BK,19.7,TONER_LOW
LEX-1344,2025-08-15,BK,19.9,TONER_LOW
LEX-1344,2025-08-16,BK,19.8,TONER_LOW
LEX-1345,2025-06-28,BK,19.9,TONER_LOW
LEX-1346,2025-03-20,BK,19.8,TONER_LOW
LEX-1347,2025-02-14,BK,19.7,TONER_LOW
LEX-1347,2025-08-01,BK,19.9,TONER_LOW
LEX-1348,2024-12-17,BK,19.6,TONER_LOW
LEX-1348,2024-12-18,BK,18.6,TONER_LOW
LEX-1348,2025-04-09,BK,19.8,TONER_LOW
LEX-1348,2025-08-08,BK,19.6,TONER_LOW
LEX-1349,2025-07-24,BK,19.8,TONER_LOW
LEX-1350,2024-11-24,BK,19.8,TONER_LOW
LEX-1350,2025-02-15,BK,19.6,TONER_LOW
LEX-1350,2025-05-09,BK,19.3,TONER_LOW
LEX-1350,2025-08-01,BK,19.2,TONER_LOW
LEX-1350,2025-08-02,BK,18.7,TONER_LOW
LEX-1351,2024-11-23,BK,19.9,TONER_LOW
LEX-1351,2025-02-14,BK,19.9,TONER_LOW
LEX-1351,2025-02-15,BK,19.4,TONER_LOW
LEX-1351,2025-02-16,BK,18.9,TONER_LOW
LEX-1351,2025-05-09,BK,19.3,TONER_LOW
LEX-1351,2025-08-01,BK,19.7,TONER_LOW
LEX-1351,2025-08-02,BK,19.3,TONER_LOW
LEX-1351,2025-08-03,BK,18.8,TONER_LOW
LEX-1352,2025-05-21,BK,19.9,TONER_LOW
LEX-1354,2025-04-10,BK,19.9,TONER_LOW
LEX-1354,2025-04-11,BK,19.6,TONER_LOW
LEX-1355,2025-04-09,BK,19.8,TONER_LOW
LEX-1355,2025-04-10,BK,19.4,TONER_LOW
LEX-1357,2025-04-19,BK,19.8,TONER_LOW
LEX-1357,2025-04-20,BK,19.7,TONER_LOW
LEX-1358,2025-04-04,BK,19.8,TONER_LOW
LEX-1359,2025-06-16,BK,19.6,TONER_LOW
LEX-1360,2025-03-09,BK,19.9,TONER_LOW
LEX-1361,2024-12-30,BK,19.9,TONER_LOW
LEX-1361,2024-12-31,BK,18.9,TONER_LOW
LEX-1361,2025-01-01,BK,18.2,TONER_LOW
LEX-1361,2025-05-21,BK,19.7,TONER_LOW
LEX-1362,2025-05-29,BK,19.8,TONER_LOW
LEX-1363,2025-03-03,BK,20.0,TONER_LOW
LEX-1364,2025-07-05,BK,19.9,TONER_LOW
LEX-1365,2025-06-16,BK,19.7,TONER_LOW
LEX-1366,2025-04-10,BK,20.0,TONER_LOW
LEX-1367,2025-02-05,BK,19.6,TONER_LOW
LEX-1367,2025-07-14,BK,19.8,TONER_LOW
LEX-1367,2025-07-15,BK,19.3,TONER_LOW
LEX-1368,2025-06-25,BK,19.9,TONER_LOW
LEX-1370,2025-03-11,BK,19.7,TONER_LOW
LEX-1372,2025-03-11,BK,19.5,TONER_LOW
LEX-1373,2024-12-13,BK,19.9,TONER_LOW
LEX-1373,2024-12-14,BK,19.4,TONER_LOW
LEX-1373,2025-03-29,BK,19.5,TONER_LOW
LEX-1373,2025-07-20,BK,19.9,TONER_LOW
LEX-1374,2025-03-18,BK,20.0,TONER_LOW
LEX-1375,2025-08-24,BK,20.0,TONER_LOW
LEX-1377,2024-12-23,BK,19.6,TONER_LOW
LEX-1377,2025-04-24,BK,19.9,TONER_LOW
LEX-1377,2025-08-31,BK,19.9,TONER_LOW
LEX-1378,2025-04-02,BK,19.9,TONER_LOW
LEX-1379,2025-02-24,BK,19.9,TONER_LOW
LEX-1379,2025-08-21,BK,19.8,TONER_LOW
TAXIFY-1380,2025-03-07,BK,19.1,TONER_LOW
TAXIFY-1380,2025-08-28,BK,19.8,TONER_LOW
TAXIFY-1380,2025-08-29,BK,19.5,TONER_LOW
TAXIFY-1380,2025-08-30,BK,19.3,TONER_LOW
TAXIFY-1380,2025-08-31,BK,19.1,TONER_LOW
TAXIFY-1381,2025-04-22,BK,19.6,TONER_LOW
TAXIFY-1382,2025-04-24,BK,19.7,TONER_LOW
TAXIFY-1386,2025-04-22,BK,19.9,TONER_LOW
TAXIFY-1387,2025-04-28,BK,19.9,TONER_LOW
TAXIFY-1388,2025-03-05,BK,19.4,TONER_LOW
TAXIFY-1388,2025-08-11,BK,19.8,TONER_LOW
TAXIFY-1389,2025-04-27,BK,19.7,TONER_LOW
TAXIFY-1390,2025-03-14,BK,19.8,TONER_LOW
TAXIFY-1391,2025-02-18,BK,19.4,TONER_LOW
TAXIFY-1391,2025-05-16,BK,19.9,TONER_LOW
TAXIFY-1392,2025-06-05,BK,19.9,TONER_LOW
TAXIFY-1393,2025-04-21,BK,19.9,TONER_LOW
TAXIFY-1395,2025-02-26,BK,19.3,TONER_LOW
TAXIFY-1395,2025-06-25,BK,19.8,TONER_LOW
TAXIFY-1396,2025-04-05,BK,19.8,TONER_LOW
TAXIFY-1397,2025-03-03,BK,19.5,TONER_LOW
TAXIFY-1397,2025-07-23,BK,19.8,TONER_LOW
TAXIFY-1398,2025-02-01,BK,20.0,TONER_LOW
TAXIFY-1398,2025-04-07,BK,19.6,TONER_LOW
TAXIFY-1399,2025-02-19,BK,19.6,TONER_LOW
TAXIFY-1399,2025-02-20,BK,18.6,TONER_LOW
TAXIFY-1399,2025-05-30,BK,19.7,TONER_LOW
TAXIFY-1399,2025-05-31,BK,19.5,TONER_LOW
TAXIFY-1399,2025-06-01,BK,19.3,TONER_LOW
TAXIFY-1400,2025-04-12,BK,19.9,TONER_LOW
TAXIFY-1400,2025-04-13,BK,19.6,TONER_LOW
TAXIFY-1401,2025-03-12,BK,19.5,TONER_LOW
TAXIFY-1401,2025-03-13,BK,18.4,TONER_LOW
TAXIFY-1403,2025-03-17,BK,19.0,TONER_LOW
TAXIFY-1403,2025-03-18,BK,18.2,TONER_LOW
TAXIFY-1403,2025-03-19,BK,17.2,TONER_LOW
TAXIFY-1404,2025-04-09,BK,19.8,TONER_LOW
TAXIFY-1406,2025-02-11,BK,19.8,TONER_LOW
TAXIFY-1406,2025-02-12,BK,18.8,TONER_LOW
TAXIFY-1406,2025-04-30,BK,19.2,TONER_LOW
TAXIFY-1407,2025-07-24,BK,20.0,TONER_LOW
TAXIFY-1408,2025-03-14,BK,19.7,TONER_LOW
TAXIFY-1409,2025-04-13,BK,19.9,TONER_LOW
TAXIFY-1409,2025-04-14,BK,19.4,TONER_LOW
TAXIFY-1410,2025-02-25,BK,19.3,TONER_LOW
TAXIFY-1410,2025-02-26,BK,18.3,TONER_LOW
TAXIFY-1410,2025-06-27,BK,19.8,TONER_LOW
TAXIFY-1411,2025-01-25,BK,19.8,TONER_LOW
TAXIFY-1411,2025-01-26,BK,19.5,TONER_LOW
TAXIFY-1411,2025-03-31,BK,18.3,TONER_LOW
TAXIFY-1411,2025-08-08,BK,19.5,TONER_LOW
TAXIFY-1412,2025-05-25,BK,19.9,TONER_LOW
TAXIFY-1414,2025-04-16,BK,19.9,TONER_LOW
TAXIFY-1415,2025-03-03,BK,19.4,TONER_LOW
TAXIFY-1415,2025-07-24,BK,19.9,TONER_LOW
TAXIFY-1416,2025-04-12,BK,19.8,TONER_LOW
TAXIFY-1416,2025-04-13,BK,19.5,TONER_LOW
TAXIFY-1417,2025-04-27,BK,19.7,TONER_LOW
TAXIFY-1417,2025-04-28,BK,19.2,TONER_LOW
TAXIFY-1418,2025-03-14,BK,19.9,TONER_LOW
TAXIFY-1420,2025-06-11,BK,19.9,TONER_LOW
TAXIFY-1422,2025-03-10,BK,19.0,TONER_LOW
TAXIFY-1423,2025-07-29,BK,19.9,TONER_LOW
TAXIFY-1425,2025-04-25,BK,19.8,TONER_LOW
TAXIFY-1427,2025-04-10,BK,19.8,TONER_LOW
TAXIFY-1427,2025-04-11,BK,19.2,TONER_LOW
TAXIFY-1428,2025-05-06,BK,19.9,TONER_LOW
TAXIFY-1429,2025-05-30,BK,19.9,TONER_LOW
TAXIFY-1429,2025-05-31,BK,19.8,TONER_LOW
TAXIFY-1430,2025-08-08,BK,19.9,TONER_LOW
TAXIFY-1430,2025-08-09,BK,19.8,TONER_LOW
TAXIFY-1431,2025-03-09,BK,19.5,TONER_LOW
TAXIFY-1432,2025-04-24,BK,19.8,TONER_LOW
TAXIFY-1433,2025-03-12,BK,19.8,TONER_LOW
TAXIFY-1434,2025-03-03,BK,19.7,TONER_LOW
TAXIFY-1434,2025-03-04,BK,18.3,TONER_LOW
TAXIFY-1434,2025-07-30,BK,19.7,TONER_LOW
TAXIFY-1435,2025-08-26,BK,19.8,TONER_LOW
TAXIFY-1436,2025-03-11,BK,19.6,TONER_LOW
TAXIFY-1437,2025-03-27,BK,19.5,TONER_LOW
TAXIFY-1438,2025-03-20,BK,19.4,TONER_LOW
TAXIFY-1439,2025-04-11,BK,19.8,TONER_LOW
TAXIFY-1440,2025-06-05,BK,19.9,TONER_LOW
TAXIFY-1440,2025-06-06,BK,19.7,TONER_LOW
TAXIFY-1441,2025-03-03,BK,19.9,TONER_LOW
TAXIFY-1441,2025-07-28,BK,19.7,TONER_LOW
TAXIFY-1441,2025-07-29,BK,19.4,TONER_LOW
TAXIFY-1442,2024-12-08,BK,19.8,TONER_LOW
TAXIFY-1442,2025-02-24,BK,18.5,TONER_LOW
TAXIFY-1442,2025-04-02,BK,18.6,TONER_LOW
TAXIFY-1442,2025-06-16,BK,19.6,TONER_LOW
TAXIFY-1443,2025-08-18,BK,19.9,TONER_LOW
TAXIFY-1444,2025-03-21,BK,19.2,TONER_LOW
TAXIFY-1445,2025-04-24,BK,19.5,TONER_LOW
TAXIFY-1446,2025-03-04,BK,19.3,TONER_LOW
TAXIFY-1446,2025-08-05,BK,19.7,TONER_LOW
TAXIFY-1446,2025-08-06,BK,19.4,TONER_LOW
TAXIFY-1447,2025-03-04,BK,19.1,TONER_LOW
TAXIFY-1447,2025-08-01,BK,19.7,TONER_LOW
TAXIFY-1448,2025-02-07,BK,18.9,TONER_LOW
TAXIFY-1448,2025-04-19,BK,19.6,TONER_LOW
TAXIFY-1450,2025-04-26,BK,20.0,TONER_LOW
TAXIFY-1451,2025-08-12,BK,19.9,TONER_LOW
TAXIFY-1452,2025-04-15,BK,19.9,TONER_LOW
TAXIFY-1453,2025-05-15,BK,19.8,TONER_LOW
TAXIFY-1454,2025-07-02,BK,20.0,TONER_LOW
TAXIFY-1455,2025-02-21,BK,19.5,TONER_LOW
TAXIFY-1455,2025-06-07,BK,20.0,TONER_LOW
TAXIFY-1456,2025-01-31,BK,19.7,TONER_LOW
TAXIFY-1456,2025-04-08,BK,19.6,TONER_LOW
TAXIFY-1458,2025-04-22,BK,19.5,TONER_LOW
TAXIFY-1459,2025-03-08,BK,19.5,TONER_LOW
TAXIFY-1459,2025-03-09,BK,19.0,TONER_LOW
