device_id,client,client_type,location,model,is_color,toner_color,toner_model,toner_yield,is_ricoh,integrated_fastaf,base_daily_pages,color_fraction
KROGER-1074,Kroger,retail,Kroger Site 75,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,1787.93,0.25
KROGER-1074,Kroger,retail,Kroger Site 75,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,1787.93,0.25
KROGER-1074,Kroger,retail,Kroger Site 75,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,1787.93,0.25
KROGER-1075,Kroger,retail,Kroger Site 76,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,825.99,0.25
KROGER-1075,Kroger,retail,Kroger Site 76,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,825.99,0.25
KROGER-1075,Kroger,retail,Kroger Site 76,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,825.99,0.25
KROGER-1075,Kroger,retail,Kroger Site 76,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,825.99,0.25
KROGER-1076,Kroger,retail,Kroger Site 77,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,629.61,0.0
KROGER-1077,Kroger,retail,Kroger Site 78,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,1265.32,0.25
KROGER-1077,Kroger,retail,Kroger Site 78,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,1265.32,0.25
KROGER-1077,Kroger,retail,Kroger Site 78,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,1265.32,0.25
KROGER-1077,Kroger,retail,Kroger Site 78,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,1265.32,0.25
KROGER-1078,Kroger,retail,Kroger Site 79,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,510.39,0.0
KROGER-1079,Kroger,retail,Kroger Site 80,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,408.39,0.25
KROGER-1079,Kroger,retail,Kroger Site 80,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,408.39,0.25
KROGER-1079,Kroger,retail,Kroger Site 80,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,408.39,0.25
KROGER-1079,Kroger,retail,Kroger Site 80,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,408.39,0.25
KROGER-1080,Kroger,retail,Kroger Site 1,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,716.37,0.0
KROGER-1081,Kroger,retail,Kroger Site 2,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,1359.37,0.25
KROGER-1081,Kroger,retail,Kroger Site 2,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,1359.37,0.25
KROGER-1081,Kroger,retail,Kroger Site 2,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,1359.37,0.25
KROGER-1081,Kroger,retail,Kroger Site 2,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,1359.37,0.25
KROGER-1082,Kroger,retail,Kroger Site 3,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,1095.86,0.25
KROGER-1082,Kroger,retail,Kroger Site 3,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,1095.86,0.25
KROGER-1082,Kroger,retail,Kroger Site 3,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,1095.86,0.25
KROGER-1082,Kroger,retail,Kroger Site 3,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,1095.86,0.25
KROGER-1083,Kroger,retail,Kroger Site 4,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,381.04,0.0
KROGER-1084,Kroger,retail,Kroger Site 5,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,509.74,0.0
KROGER-1085,Kroger,retail,Kroger Site 6,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,696.78,0.25
KROGER-1085,Kroger,retail,Kroger Site 6,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,696.78,0.25
KROGER-1085,Kroger,retail,Kroger Site 6,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,696.78,0.25
KROGER-1085,Kroger,retail,Kroger Site 6,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,696.78,0.25
KROGER-1086,Kroger,retail,Kroger Site 7,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,794.29,0.25
KROGER-1086,Kroger,retail,Kroger Site 7,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,794.29,0.25
KROGER-1086,Kroger,retail,Kroger Site 7,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,794.29,0.25
KROGER-1086,Kroger,retail,Kroger Site 7,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,794.29,0.25
KROGER-1087,Kroger,retail,Kroger Site 8,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,1629.32,0.25
KROGER-1087,Kroger,retail,Kroger Site 8,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,1629.32,0.25
KROGER-1087,Kroger,retail,Kroger Site 8,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,1629.32,0.25
KROGER-1087,Kroger,retail,Kroger Site 8,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,1629.32,0.25
KROGER-1088,Kroger,retail,Kroger Site 9,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,1016.53,0.0
KROGER-1089,Kroger,retail,Kroger Site 10,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,720.6,0.0
KROGER-1090,Kroger,retail,Kroger Site 11,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,686.64,0.0
KROGER-1091,Kroger,retail,Kroger Site 12,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,722.68,0.0
KROGER-1092,Kroger,retail,Kroger Site 13,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,903.98,0.25
KROGER-1092,Kroger,retail,Kroger Site 13,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,903.98,0.25
KROGER-1092,Kroger,retail,Kroger Site 13,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,903.98,0.25
KROGER-1092,Kroger,retail,Kroger Site 13,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,903.98,0.25
KROGER-1093,Kroger,retail,Kroger Site 14,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,878.55,0.25
KROGER-1093,Kroger,retail,Kroger Site 14,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,878.55,0.25
KROGER-1093,Kroger,retail,Kroger Site 14,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,878.55,0.25
KROGER-1093,Kroger,retail,Kroger Site 14,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,878.55,0.25
KROGER-1094,Kroger,retail,Kroger Site 15,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,671.27,0.25
KROGER-1094,Kroger,retail,Kroger Site 15,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,671.27,0.25
KROGER-1094,Kroger,retail,Kroger Site 15,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,671.27,0.25
KROGER-1094,Kroger,retail,Kroger Site 15,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,671.27,0.25
KROGER-1095,Kroger,retail,Kroger Site 16,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,886.41,0.25
KROGER-1095,Kroger,retail,Kroger Site 16,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,886.41,0.25
KROGER-1095,Kroger,retail,Kroger Site 16,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,886.41,0.25
KROGER-1095,Kroger,retail,Kroger Site 16,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,886.41,0.25
KROGER-1096,Kroger,retail,Kroger Site 17,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,1361.44,0.0
KROGER-1097,Kroger,retail,Kroger Site 18,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,1343.97,0.25
KROGER-1097,Kroger,retail,Kroger Site 18,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,1343.97,0.25
KROGER-1097,Kroger,retail,Kroger Site 18,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,1343.97,0.25
KROGER-1097,Kroger,retail,Kroger Site 18,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,1343.97,0.25
KROGER-1098,Kroger,retail,Kroger Site 19,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,779.28,0.25
KROGER-1098,Kroger,retail,Kroger Site 19,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,779.28,0.25
KROGER-1098,Kroger,retail,Kroger Site 19,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,779.28,0.25
KROGER-1098,Kroger,retail,Kroger Site 19,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,779.28,0.25
KROGER-1099,Kroger,retail,Kroger Site 20,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,456.48,0.0
KROGER-1100,Kroger,retail,Kroger Site 21,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,390.15,0.0
KROGER-1101,Kroger,retail,Kroger Site 22,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,1075.76,0.25
KROGER-1101,Kroger,retail,Kroger Site 22,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,1075.76,0.25
KROGER-1101,Kroger,retail,Kroger Site 22,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,1075.76,0.25
KROGER-1101,Kroger,retail,Kroger Site 22,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,1075.76,0.25
KROGER-1102,Kroger,retail,Kroger Site 23,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,644.8,0.0
KROGER-1103,Kroger,retail,Kroger Site 24,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,474.81,0.25
KROGER-1103,Kroger,retail,Kroger Site 24,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,474.81,0.25
KROGER-1103,Kroger,retail,Kroger Site 24,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,474.81,0.25
KROGER-1103,Kroger,retail,Kroger Site 24,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,474.81,0.25
KROGER-1104,Kroger,retail,Kroger Site 25,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,669.71,0.0
KROGER-1105,Kroger,retail,Kroger Site 26,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,703.49,0.25
KROGER-1105,Kroger,retail,Kroger Site 26,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,703.49,0.25
KROGER-1105,Kroger,retail,Kroger Site 26,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,703.49,0.25
KROGER-1105,Kroger,retail,Kroger Site 26,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,703.49,0.25
KROGER-1106,Kroger,retail,Kroger Site 27,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,975.55,0.0
KROGER-1107,Kroger,retail,Kroger Site 28,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,587.02,0.0
KROGER-1108,Kroger,retail,Kroger Site 29,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,1969.03,0.25
KROGER-1108,Kroger,retail,Kroger Site 29,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,1969.03,0.25
KROGER-1108,Kroger,retail,Kroger Site 29,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,1969.03,0.25
KROGER-1108,Kroger,retail,Kroger Site 29,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,1969.03,0.25
KROGER-1109,Kroger,retail,Kroger Site 30,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,459.01,0.0
KROGER-1110,Kroger,retail,Kroger Site 31,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,491.33,0.0
KROGER-1111,Kroger,retail,Kroger Site 32,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,621.57,0.0
KROGER-1112,Kroger,retail,Kroger Site 33,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,841.09,0.0
KROGER-1113,Kroger,retail,Kroger Site 34,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,1172.58,0.25
KROGER-1113,Kroger,retail,Kroger Site 34,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,1172.58,0.25
KROGER-1113,Kroger,retail,Kroger Site 34,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,1172.58,0.25
KROGER-1113,Kroger,retail,Kroger Site 34,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,1172.58,0.25
KROGER-1114,Kroger,retail,Kroger Site 35,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,521.77,0.25
KROGER-1114,Kroger,retail,Kroger Site 35,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,521.77,0.25
KROGER-1114,Kroger,retail,Kroger Site 35,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,521.77,0.25
KROGER-1114,Kroger,retail,Kroger Site 35,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,521.77,0.25
KROGER-1115,Kroger,retail,Kroger Site 36,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,593.17,0.0
KROGER-1116,Kroger,retail,Kroger Site 37,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,556.25,0.0
KROGER-1117,Kroger,retail,Kroger Site 38,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,464.37,0.0
KROGER-1118,Kroger,retail,Kroger Site 39,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,679.03,0.25
KROGER-1118,Kroger,retail,Kroger Site 39,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,679.03,0.25
KROGER-1118,Kroger,retail,Kroger Site 39,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,679.03,0.25
KROGER-1118,Kroger,retail,Kroger Site 39,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,679.03,0.25
KROGER-1119,Kroger,retail,Kroger Site 40,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,1109.15,0.0
KROGER-1120,Kroger,retail,Kroger Site 41,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,762.53,0.25
KROGER-1120,Kroger,retail,Kroger Site 41,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,762.53,0.25
KROGER-1120,Kroger,retail,Kroger Site 41,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,762.53,0.25
KROGER-1120,Kroger,retail,Kroger Site 41,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,762.53,0.25
KROGER-1121,Kroger,retail,Kroger Site 42,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,393.05,0.0
KROGER-1122,Kroger,retail,Kroger Site 43,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,711.35,0.0
KROGER-1123,Kroger,retail,Kroger Site 44,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,580.89,0.0
KROGER-1124,Kroger,retail,Kroger Site 45,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,878.49,0.25
KROGER-1124,Kroger,retail,Kroger Site 45,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,878.49,0.25
KROGER-1124,Kroger,retail,Kroger Site 45,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,878.49,0.25
KROGER-1124,Kroger,retail,Kroger Site 45,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,878.49,0.25
KROGER-1125,Kroger,retail,Kroger Site 46,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,1291.94,0.25
KROGER-1125,Kroger,retail,Kroger Site 46,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,1291.94,0.25
KROGER-1125,Kroger,retail,Kroger Site 46,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,1291.94,0.25
KROGER-1125,Kroger,retail,Kroger Site 46,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,1291.94,0.25
KROGER-1126,Kroger,retail,Kroger Site 47,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,1132.52,0.25
KROGER-1126,Kroger,retail,Kroger Site 47,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,1132.52,0.25
KROGER-1126,Kroger,retail,Kroger Site 47,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,1132.52,0.25
KROGER-1126,Kroger,retail,Kroger Site 47,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,1132.52,0.25
KROGER-1127,Kroger,retail,Kroger Site 48,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,1069.88,0.25
KROGER-1127,Kroger,retail,Kroger Site 48,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,1069.88,0.25
KROGER-1127,Kroger,retail,Kroger Site 48,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,1069.88,0.25
KROGER-1127,Kroger,retail,Kroger Site 48,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,1069.88,0.25
KROGER-1128,Kroger,retail,Kroger Site 49,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,1402.78,0.25
KROGER-1128,Kroger,retail,Kroger Site 49,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,1402.78,0.25
KROGER-1128,Kroger,retail,Kroger Site 49,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,1402.78,0.25
KROGER-1128,Kroger,retail,Kroger Site 49,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,1402.78,0.25
KROGER-1129,Kroger,retail,Kroger Site 50,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,1032.72,0.25
KROGER-1129,Kroger,retail,Kroger Site 50,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,1032.72,0.25
KROGER-1129,Kroger,retail,Kroger Site 50,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,1032.72,0.25
KROGER-1129,Kroger,retail,Kroger Site 50,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,1032.72,0.25
KROGER-1130,Kroger,retail,Kroger Site 51,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,688.63,0.25
KROGER-1130,Kroger,retail,Kroger Site 51,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,688.63,0.25
KROGER-1130,Kroger,retail,Kroger Site 51,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,688.63,0.25
KROGER-1130,Kroger,retail,Kroger Site 51,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,688.63,0.25
KROGER-1131,Kroger,retail,Kroger Site 52,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,772.24,0.25
KROGER-1131,Kroger,retail,Kroger Site 52,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,772.24,0.25
KROGER-1131,Kroger,retail,Kroger Site 52,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,772.24,0.25
KROGER-1131,Kroger,retail,Kroger Site 52,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,772.24,0.25
KROGER-1132,Kroger,retail,Kroger Site 53,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,719.01,0.25
KROGER-1132,Kroger,retail,Kroger Site 53,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,719.01,0.25
KROGER-1132,Kroger,retail,Kroger Site 53,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,719.01,0.25
KROGER-1132,Kroger,retail,Kroger Site 53,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,719.01,0.25
KROGER-1133,Kroger,retail,Kroger Site 54,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,998.94,0.25
KROGER-1133,Kroger,retail,Kroger Site 54,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,998.94,0.25
KROGER-1133,Kroger,retail,Kroger Site 54,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,998.94,0.25
KROGER-1133,Kroger,retail,Kroger Site 54,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,998.94,0.25
KROGER-1134,Kroger,retail,Kroger Site 55,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,358.21,0.0
KROGER-1135,Kroger,retail,Kroger Site 56,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,398.51,0.25
KROGER-1135,Kroger,retail,Kroger Site 56,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,398.51,0.25
KROGER-1135,Kroger,retail,Kroger Site 56,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,398.51,0.25
KROGER-1135,Kroger,retail,Kroger Site 56,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,398.51,0.25
KROGER-1136,Kroger,retail,Kroger Site 57,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,571.11,0.0
KROGER-1137,Kroger,retail,Kroger Site 58,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,498.14,0.25
KROGER-1137,Kroger,retail,Kroger Site 58,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,498.14,0.25
KROGER-1137,Kroger,retail,Kroger Site 58,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,498.14,0.25
KROGER-1137,Kroger,retail,Kroger Site 58,Canon imageRUNNER 4551i,True,Y,CANON-4551-Y,10500,False,True,498.14,0.25
KROGER-1138,Kroger,retail,Kroger Site 59,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,252.53,0.0
KROGER-1139,Kroger,retail,Kroger Site 60,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,1075.26,0.25
KROGER-1139,Kroger,retail,Kroger Site 60,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,1075.26,0.25
KROGER-1139,Kroger,retail,Kroger Site 60,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,1075.26,0.25
KROGER-1139,Kroger,retail,Kroger Site 60,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,1075.26,0.25
KROGER-1140,Kroger,retail,Kroger Site 61,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,414.84,0.0
KROGER-1141,Kroger,retail,Kroger Site 62,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,1136.35,0.25
KROGER-1141,Kroger,retail,Kroger Site 62,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,1136.35,0.25
KROGER-1141,Kroger,retail,Kroger Site 62,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,1136.35,0.25
KROGER-1141,Kroger,retail,Kroger Site 62,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,1136.35,0.25
KROGER-1142,Kroger,retail,Kroger Site 63,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,715.82,0.25
KROGER-1142,Kroger,retail,Kroger Site 63,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,715.82,0.25
KROGER-1142,Kroger,retail,Kroger Site 63,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,715.82,0.25
KROGER-1142,Kroger,retail,Kroger Site 63,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,715.82,0.25
KROGER-1143,Kroger,retail,Kroger Site 64,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,548.64,0.25
KROGER-1143,Kroger,retail,Kroger Site 64,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,548.64,0.25
KROGER-1143,Kroger,retail,Kroger Site 64,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,548.64,0.25
KROGER-1143,Kroger,retail,Kroger Site 64,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,548.64,0.25
KROGER-1144,Kroger,retail,Kroger Site 65,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,335.26,0.0
KROGER-1145,Kroger,retail,Kroger Site 66,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,720.97,0.25
KROGER-1145,Kroger,retail,Kroger Site 66,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,720.97,0.25
KROGER-1145,Kroger,retail,Kroger Site 66,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,720.97,0.25
KROGER-1145,Kroger,retail,Kroger Site 66,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,720.97,0.25
KROGER-1146,Kroger,retail,Kroger Site 67,HP LaserJet M607,False,BK,HP-37A-BK,11000,False,True,494.21,0.0
KROGER-1147,Kroger,retail,Kroger Site 68,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,627.51,0.25
KROGER-1147,Kroger,retail,Kroger Site 68,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,627.51,0.25
KROGER-1147,Kroger,retail,Kroger Site 68,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,627.51,0.25
KROGER-1147,Kroger,retail,Kroger Site 68,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,627.51,0.25
KROGER-1148,Kroger,retail,Kroger Site 69,Ricoh IM C3000,True,BK,RICOH-C3000-BK,12000,True,False,800.97,0.25
KROGER-1148,Kroger,retail,Kroger Site 69,Ricoh IM C3000,True,C,RICOH-C3000-C,9000,True,False,800.97,0.25
KROGER-1148,Kroger,retail,Kroger Site 69,Ricoh IM C3000,True,M,RICOH-C3000-M,9000,True,False,800.97,0.25
KROGER-1148,Kroger,retail,Kroger Site 69,Ricoh IM C3000,True,Y,RICOH-C3000-Y,9000,True,False,800.97,0.25
KROGER-1149,Kroger,retail,Kroger Site 70,Ricoh MP 501SPF,False,BK,RICOH-501-BK,10000,True,False,298.23,0.0
KROGER-1150,Kroger,retail,Kroger Site 71,Canon imageRUNNER 4551i,True,BK,CANON-4551-BK,14000,False,True,914.92,0.25
KROGER-1150,Kroger,retail,Kroger Site 71,Canon imageRUNNER 4551i,True,C,CANON-4551-C,10500,False,True,914.92,0.25
KROGER-1150,Kroger,retail,Kroger Site 71,Canon imageRUNNER 4551i,True,M,CANON-4551-M,10500,False,True,914.92,0.25
