order_id,device_id,client,order_date,toner_color,reason,oversupply_flag,ship_date,eta_date,delivered_date
O0000468,KROGER-1230,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-23,2025-03-23
O0000469,KROGER-1230,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-23,2025-03-23
O0000472,KROGER-1232,Kroger,2025-02-22,BK,low_alert,False,2025-02-23,2025-02-26,2025-02-26
O0000474,KROGER-1232,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000475,KROGER-1233,Kroger,2025-05-11,BK,low_alert,False,2025-05-13,2025-05-15,2025-05-15
O0000478,KROGER-1235,Kroger,2025-02-10,BK,low_alert,False,2025-02-10,2025-02-12,2025-02-12
O0000479,KROGER-1235,Kroger,2025-02-11,BK,low_alert,False,2025-02-12,2025-02-14,2025-02-14
O0000481,KROGER-1235,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-23,2025-03-23
O0000484,KROGER-1236,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000485,KROGER-1236,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000486,KROGER-1236,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000488,KROGER-1237,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-24
O0000489,KROGER-1237,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-19,2025-03-22,2025-03-24
O0000490,KROGER-1237,Kroger,2025-03-18,C,manual_bulk,True,2025-03-19,2025-03-22,2025-03-24
O0000491,KROGER-1237,Kroger,2025-05-25,BK,low_alert,False,2025-05-27,2025-05-30,2025-05-31
O0000493,KROGER-1238,Kroger,2025-03-18,M,manual_bulk,True,2025-03-19,2025-03-21,2025-03-22
O0000495,KROGER-1239,Kroger,2025-03-16,BK,low_alert,False,2025-03-16,2025-03-19,2025-03-19
O0000497,KROGER-1239,Kroger,2025-03-18,M,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000498,KROGER-1240,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000500,KROGER-1242,Kroger,2025-02-02,BK,low_alert,False,2025-02-04,2025-02-06,2025-02-06
O0000502,KROGER-1242,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0000504,KROGER-1243,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-22,2025-03-22
O0000507,KROGER-1244,Kroger,2025-03-18,M,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000508,KROGER-1244,Kroger,2025-03-18,C,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000509,KROGER-1244,Kroger,2025-03-18,C,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000510,KROGER-1244,Kroger,2025-07-31,BK,low_alert,False,2025-08-02,2025-08-04,2025-08-04
O0000513,KROGER-1246,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0000514,KROGER-1246,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0000515,KROGER-1246,Kroger,2025-07-18,BK,low_alert,False,2025-07-20,2025-07-23,2025-07-23
O0000517,KROGER-1248,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000519,KROGER-1250,Kroger,2025-07-14,BK,low_alert,False,2025-07-14,2025-07-17,2025-07-17
O0000522,KROGER-1252,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000523,KROGER-1252,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000526,KROGER-1253,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000527,KROGER-1253,Kroger,2025-03-18,M,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000531,KROGER-1256,Kroger,2025-08-01,BK,low_alert,False,2025-08-02,2025-08-07,2025-08-07
O0000533,KROGER-1257,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-24
O0000534,KROGER-1258,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0000535,KROGER-1258,Kroger,2025-05-30,BK,low_alert,False,2025-05-30,2025-06-01,2025-06-01
O0000538,KROGER-1259,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000540,KROGER-1260,Kroger,2025-01-23,BK,low_alert,False,2025-01-24,2025-01-28,2025-01-28
O0000541,KROGER-1260,Kroger,2025-01-24,BK,low_alert,False,2025-01-26,2025-01-29,2025-01-29
O0000545,KROGER-1262,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0000546,KROGER-1263,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000547,KROGER-1263,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000549,KROGER-1264,Kroger,2025-01-19,BK,low_alert,False,2025-01-21,2025-01-23,2025-01-23
O0000551,KROGER-1264,Kroger,2025-06-28,BK,low_alert,False,2025-06-28,2025-06-30,2025-06-30
O0000553,KROGER-1265,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0000554,KROGER-1265,Kroger,2025-05-18,BK,low_alert,False,2025-05-19,2025-05-21,2025-05-21
O0000558,KROGER-1267,Kroger,2025-03-18,M,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000563,KROGER-1271,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000564,KROGER-1271,Kroger,2025-03-18,C,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000565,KROGER-1271,Kroger,2025-03-18,M,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000568,KROGER-1272,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0000569,KROGER-1272,Kroger,2025-03-18,C,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0000570,KROGER-1272,Kroger,2025-03-18,C,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0000571,KROGER-1273,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000572,KROGER-1273,Kroger,2025-08-29,BK,low_alert,False,2025-08-30,2025-09-04,2025-09-04
O0000573,KROGER-1273,Kroger,2025-08-30,BK,low_alert,False,2025-08-31,2025-09-02,2025-09-02
O0000574,KROGER-1273,Kroger,2025-08-31,BK,low_alert,False,2025-09-02,2025-09-04,2025-09-04
O0000575,KROGER-1274,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0000578,KROGER-1276,Kroger,2025-03-18,C,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000579,KROGER-1276,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000580,KROGER-1276,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000581,KROGER-1276,Kroger,2025-06-23,BK,low_alert,False,2025-06-23,2025-06-25,2025-06-25
O0000582,KROGER-1276,Kroger,2025-06-24,BK,low_alert,False,2025-06-26,2025-06-29,2025-06-29
O0000583,KROGER-1276,Kroger,2025-06-25,BK,low_alert,False,2025-06-27,2025-06-30,2025-06-30
O0000585,KROGER-1277,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0000588,KROGER-1279,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000589,KROGER-1279,Kroger,2025-03-18,C,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000591,KROGER-1280,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0000593,KROGER-1283,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-25,2025-03-26
O0000598,KROGER-1287,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000599,KROGER-1287,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0000600,KROGER-1287,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0000602,KROGER-1289,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000604,KROGER-1291,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000605,KROGER-1291,Kroger,2025-05-31,BK,low_alert,False,2025-06-01,2025-06-04,2025-06-04
O0000608,KROGER-1292,Kroger,2025-06-28,BK,low_alert,False,2025-06-29,2025-07-01,2025-07-01
O0000610,KROGER-1293,Kroger,2025-03-18,C,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000611,KROGER-1293,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000612,KROGER-1293,Kroger,2025-08-26,BK,low_alert,False,2025-08-26,2025-08-28,2025-08-28
O0000613,KROGER-1293,Kroger,2025-08-27,BK,low_alert,False,2025-08-27,2025-08-30,2025-08-30
O0000614,KROGER-1293,Kroger,2025-08-28,BK,low_alert,False,2025-08-30,2025-09-02,2025-09-02
O0000615,KROGER-1293,Kroger,2025-08-29,BK,low_alert,False,2025-08-31,2025-09-04,2025-09-04
O0000616,KROGER-1293,Kroger,2025-08-30,BK,low_alert,False,2025-08-31,2025-09-03,2025-09-03
O0000617,KROGER-1293,Kroger,2025-08-31,BK,low_alert,False,2025-08-31,2025-09-03,2025-09-03
O0000619,KROGER-1295,Kroger,2025-02-12,BK,low_alert,False,2025-02-13,2025-02-15,2025-02-15
O0000623,KROGER-1296,Kroger,2025-06-12,BK,low_alert,False,2025-06-14,2025-06-16,2025-06-16
O0000625,KROGER-1297,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0000626,KROGER-1297,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0000628,KROGER-1298,Kroger,2025-01-07,BK,low_alert,False,2025-01-09,2025-01-11,2025-01-11
O0000630,KROGER-1298,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0000631,KROGER-1298,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0000632,KROGER-1298,Kroger,2025-06-02,BK,low_alert,False,2025-06-04,2025-06-08,2025-06-08
O0000635,LEX-1300,Lex & Co,2025-02-24,BK,low_alert,False,2025-02-25,2025-03-02,2025-03-02
O0000636,LEX-1300,Lex & Co,2025-02-25,BK,low_alert,False,2025-02-26,2025-03-02,2025-03-02
O0000637,LEX-1300,Lex & Co,2025-02-26,BK,low_alert,False,2025-02-28,2025-03-02,2025-03-02
O0000642,LEX-1304,Lex & Co,2025-01-26,BK,low_alert,False,2025-01-26,2025-01-29,2025-01-29
O0000644,LEX-1304,Lex & Co,2025-06-26,BK,low_alert,False,2025-06-28,2025-06-30,2025-06-30
O0000646,LEX-1305,Lex & Co,2025-05-15,BK,low_alert,False,2025-05-15,2025-05-19,2025-05-20
O0000650,LEX-1307,Lex & Co,2025-06-06,BK,low_alert,False,2025-06-08,2025-06-11,2025-06-11
O0000681,LEX-1332,Lex & Co,2025-07-11,BK,low_alert,False,2025-07-12,2025-07-14,2025-07-14
O0000686,LEX-1338,Lex & Co,2025-03-25,BK,low_alert,False,2025-03-27,2025-03-29,2025-03-29
O0000687,LEX-1338,Lex & Co,2025-03-26,BK,low_alert,False,2025-03-26,2025-03-28,2025-03-28
O0000693,LEX-1341,Lex & Co,2025-07-22,BK,low_alert,False,2025-07-22,2025-07-27,2025-07-27
O0000695,LEX-1343,Lex & Co,2025-07-07,BK,low_alert,False,2025-07-09,2025-07-13,2025-07-13
O0000697,LEX-1344,Lex & Co,2025-08-15,BK,low_alert,False,2025-08-15,2025-08-17,2025-08-17
O0000703,LEX-1348,Lex & Co,2024-12-17,BK,low_alert,False,2024-12-18,2024-12-20,2024-12-20
O0000711,LEX-1350,Lex & Co,2025-08-01,BK,low_alert,False,2025-08-02,2025-08-04,2025-08-04
O0000714,LEX-1351,Lex & Co,2025-02-14,BK,low_alert,False,2025-02-16,2025-02-20,2025-02-20
O0000715,LEX-1351,Lex & Co,2025-02-15,BK,low_alert,False,2025-02-16,2025-02-19,2025-02-19
O0000718,LEX-1351,Lex & Co,2025-08-01,BK,low_alert,False,2025-08-02,2025-08-05,2025-08-05
O0000719,LEX-1351,Lex & Co,2025-08-02,BK,low_alert,False,2025-08-03,2025-08-05,2025-08-05
O0000722,LEX-1354,Lex & Co,2025-04-10,BK,low_alert,False,2025-04-12,2025-04-14,2025-04-14
O0000724,LEX-1355,Lex & Co,2025-04-09,BK,low_alert,False,2025-04-10,2025-04-12,2025-04-12
O0000726,LEX-1357,Lex & Co,2025-04-19,BK,low_alert,False,2025-04-21,2025-04-25,2025-04-25
O0000731,LEX-1361,Lex & Co,2024-12-30,BK,low_alert,False,2024-12-30,2025-01-03,2025-01-03
O0000732,LEX-1361,Lex & Co,2024-12-31,BK,low_alert,False,2024-12-31,2025-01-02,2025-01-02
O0000741,LEX-1367,Lex & Co,2025-07-14,BK,low_alert,False,2025-07-14,2025-07-17,2025-07-18
O0000746,LEX-1373,Lex & Co,2024-12-13,BK,low_alert,False,2024-12-15,2024-12-18,2024-12-18
O0000754,LEX-1377,Lex & Co,2025-08-31,BK,low_alert,False,2025-09-01,2025-09-03,2025-09-03
O0000759,TAXIFY-1380,Taxify LLP,2025-08-28,BK,low_alert,False,2025-08-29,2025-09-03,2025-09-03
O0000760,TAXIFY-1380,Taxify LLP,2025-08-29,BK,low_alert,False,2025-08-29,2025-09-03,2025-09-03
O0000761,TAXIFY-1380,Taxify LLP,2025-08-30,BK,low_alert,False,2025-09-01,2025-09-03,2025-09-03
O0000762,TAXIFY-1380,Taxify LLP,2025-08-31,BK,low_alert,False,2025-09-02,2025-09-04,2025-09-04
O0000782,TAXIFY-1399,Taxify LLP,2025-02-19,BK,low_alert,False,2025-02-19,2025-02-21,2025-02-21
O0000784,TAXIFY-1399,Taxify LLP,2025-05-30,BK,low_alert,False,2025-06-01,2025-06-05,2025-06-05
O0000785,TAXIFY-1399,Taxify LLP,2025-05-31,BK,low_alert,False,2025-05-31,2025-06-03,2025-06-03
O0000787,TAXIFY-1400,Taxify LLP,2025-04-12,BK,low_alert,False,2025-04-13,2025-04-16,2025-04-16
O0000789,TAXIFY-1401,Taxify LLP,2025-03-12,BK,low_alert,False,2025-03-14,2025-03-17,2025-03-17
O0000791,TAXIFY-1403,Taxify LLP,2025-03-17,BK,low_alert,False,2025-03-17,2025-03-19,2025-03-19
O0000792,TAXIFY-1403,Taxify LLP,2025-03-18,BK,low_alert,False,2025-03-19,2025-03-21,2025-03-21
O0000795,TAXIFY-1406,Taxify LLP,2025-02-11,BK,low_alert,False,2025-02-11,2025-02-14,2025-02-14
O0000800,TAXIFY-1409,Taxify LLP,2025-04-13,BK,low_alert,False,2025-04-14,2025-04-18,2025-04-18
O0000802,TAXIFY-1410,Taxify LLP,2025-02-25,BK,low_alert,False,2025-02-25,2025-02-28,2025-02-28
O0000805,TAXIFY-1411,Taxify LLP,2025-01-25,BK,low_alert,False,2025-01-27,2025-01-29,2025-01-29
O0000813,TAXIFY-1416,Taxify LLP,2025-04-12,BK,low_alert,False,2025-04-13,2025-04-16,2025-04-16
O0000815,TAXIFY-1417,Taxify LLP,2025-04-27,BK,low_alert,False,2025-04-28,2025-05-02,2025-05-02
O0000822,TAXIFY-1427,Taxify LLP,2025-04-10,BK,low_alert,False,2025-04-12,2025-04-14,2025-04-14
O0000825,TAXIFY-1429,Taxify LLP,2025-05-30,BK,low_alert,False,2025-05-31,2025-06-02,2025-06-02
O0000827,TAXIFY-1430,Taxify LLP,2025-08-08,BK,low_alert,False,2025-08-08,2025-08-10,2025-08-10
O0000832,TAXIFY-1434,Taxify LLP,2025-03-03,BK,low_alert,False,2025-03-05,2025-03-07,2025-03-07
O0000840,TAXIFY-1440,Taxify LLP,2025-06-05,BK,low_alert,False,2025-06-07,2025-06-09,2025-06-09
O0000843,TAXIFY-1441,Taxify LLP,2025-07-28,BK,low_alert,False,2025-07-30,2025-08-01,2025-08-01
O0000853,TAXIFY-1446,Taxify LLP,2025-08-05,BK,low_alert,False,2025-08-06,2025-08-09,2025-08-09
O0000869,TAXIFY-1459,Taxify LLP,2025-03-08,BK,low_alert,False,2025-03-08,2025-03-12,2025-03-12
O0000871,KROGER-1046,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0000872,KROGER-1144,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0000873,KROGER-1135,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-20,2025-03-24,2025-03-24
O0000874,KROGER-1268,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000875,KROGER-1171,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-23,2025-03-23
O0000876,KROGER-1246,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000877,KROGER-1236,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000878,KROGER-1221,Kroger,2025-03-18,C,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0000879,KROGER-1165,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0000880,KROGER-1280,Kroger,2025-03-18,M,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0000881,KROGER-1246,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000882,KROGER-1272,Kroger,2025-03-18,M,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0000883,KROGER-1028,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0000884,KROGER-1258,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0000885,KROGER-1170,Kroger,2025-03-18,C,manual_bulk,True,2025-03-20,2025-03-24,2025-03-25
O0000886,KROGER-1261,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0000887,KROGER-1232,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000888,KROGER-1246,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000889,KROGER-1124,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0000890,KROGER-1298,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0000891,KROGER-1036,Kroger,2025-03-18,C,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000892,KROGER-1210,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000893,KROGER-1237,Kroger,2025-03-18,C,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000894,KROGER-1258,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0000895,KROGER-1032,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000896,KROGER-1033,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000897,KROGER-1112,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000898,KROGER-1165,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0000899,KROGER-1226,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000900,KROGER-1108,Kroger,2025-03-18,M,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0000901,KROGER-1157,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000902,KROGER-1263,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000903,KROGER-1203,Kroger,2025-03-18,M,manual_bulk,True,2025-03-20,2025-03-25,2025-03-26
O0000904,KROGER-1257,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-24
O0000905,KROGER-1204,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0000906,KROGER-1100,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0000907,KROGER-1221,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0000908,KROGER-1107,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000909,KROGER-1055,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0000910,KROGER-1226,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000911,KROGER-1185,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0000912,KROGER-1216,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0000913,KROGER-1119,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000914,KROGER-1048,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000915,KROGER-1115,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000916,KROGER-1107,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000917,KROGER-1226,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000918,KROGER-1138,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0000919,KROGER-1058,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0000920,KROGER-1141,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0000921,KROGER-1174,Kroger,2025-03-18,M,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0000922,KROGER-1297,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0000923,KROGER-1263,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000924,KROGER-1088,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000925,KROGER-1210,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000926,KROGER-1010,Kroger,2025-03-18,M,manual_bulk,True,2025-03-20,2025-03-24,2025-03-25
O0000927,KROGER-1218,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0000928,KROGER-1087,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000929,KROGER-1085,Kroger,2025-03-18,M,manual_bulk,True,2025-03-20,2025-03-25,2025-03-25
O0000930,KROGER-1025,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0000931,KROGER-1123,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-25,2025-03-26
O0000932,KROGER-1058,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0000933,KROGER-1226,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000934,KROGER-1293,Kroger,2025-03-18,M,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000935,KROGER-1265,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-23,2025-03-23
O0000936,KROGER-1272,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000937,KROGER-1226,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000938,KROGER-1238,Kroger,2025-03-18,C,manual_bulk,True,2025-03-19,2025-03-21,2025-03-22
O0000939,KROGER-1208,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000940,KROGER-1272,Kroger,2025-03-18,C,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000941,KROGER-1141,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000942,KROGER-1208,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000943,KROGER-1235,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-23,2025-03-23
O0000944,KROGER-1141,Kroger,2025-03-18,M,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000945,KROGER-1221,Kroger,2025-03-18,C,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000946,KROGER-1164,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000947,KROGER-1010,Kroger,2025-03-18,C,manual_bulk,True,2025-03-20,2025-03-24,2025-03-25
O0000948,KROGER-1100,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-22,2025-03-22
O0000949,KROGER-1037,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-18,2025-03-21,2025-03-21
O0000950,KROGER-1130,Kroger,2025-03-18,M,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000951,KROGER-1252,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000952,KROGER-1141,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-18,2025-03-20,2025-03-20
O0000953,KROGER-1230,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-23,2025-03-23
O0000954,KROGER-1015,Kroger,2025-03-18,C,manual_bulk,True,2025-03-19,2025-03-23,2025-03-23
O0000955,KROGER-1171,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-23,2025-03-23
O0000956,KROGER-1029,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-24,2025-03-24
O0000957,KROGER-1293,Kroger,2025-03-18,C,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000958,KROGER-1074,Kroger,2025-03-18,M,manual_bulk,True,2025-03-20,2025-03-24,2025-03-24
O0000959,KROGER-1240,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-19,2025-03-21,2025-03-21
O0000960,KROGER-1015,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-18,2025-03-22,2025-03-22
O0000961,KROGER-1252,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-22,2025-03-22
O0000962,KROGER-1003,Kroger,2025-03-18,M,manual_bulk,True,2025-03-18,2025-03-22,2025-03-22
O0000963,KROGER-1142,Kroger,2025-03-18,Y,manual_bulk,True,2025-03-20,2025-03-25,2025-03-25
O0000964,KROGER-1090,Kroger,2025-03-18,BK,manual_bulk,True,2025-03-20,2025-03-24,2025-03-25
