device_id,event_date,event_type,order_id_linked,toner_color,notes
TAXIFY-1398,2025-04-16,TONER_REPLACED,O0000781,BK,
TAXIFY-1399,2025-02-28,TONER_REPLACED,O0000783,BK,
TAXIFY-1399,2025-06-10,TONER_REPLACED,O0000786,BK,
TAXIFY-1400,2025-04-23,TONER_REPLACED,O0000788,BK,
TAXIFY-1401,2025-03-16,TONER_REPLACED,O0000790,BK,
TAXIFY-1403,2025-03-23,TONER_REPLACED,O0000793,BK,
TAXIFY-1404,2025-04-13,TONER_REPLACED,O0000794,BK,
TAXIFY-1406,2025-02-22,TONER_REPLACED,O0000796,BK,
TAXIFY-1406,2025-05-04,TONER_REPLACED,O0000797,BK,
TAXIFY-1407,2025-07-29,TONER_REPLACED,O0000798,BK,
TAXIFY-1408,2025-03-23,TONER_REPLACED,O0000799,BK,
TAXIFY-1409,2025-04-23,TONER_REPLACED,O0000801,BK,
TAXIFY-1410,2025-03-07,TONER_REPLACED,O0000803,BK,
TAXIFY-1410,2025-07-03,TONER_REPLACED,O0000804,BK,
TAXIFY-1411,2025-02-04,TONER_REPLACED,O0000806,BK,
TAXIFY-1411,2025-04-08,TONER_REPLACED,O0000807,BK,
TAXIFY-1411,2025-08-13,TONER_REPLACED,O0000808,BK,
TAXIFY-1412,2025-05-31,TONER_REPLACED,O0000809,BK,
TAXIFY-1414,2025-04-18,TONER_REPLACED,O0000810,BK,
TAXIFY-1415,2025-03-08,TONER_REPLACED,O0000811,BK,
TAXIFY-1415,2025-07-31,TONER_REPLACED,O0000812,BK,
TAXIFY-1416,2025-04-20,TONER_REPLACED,O0000814,BK,
TAXIFY-1417,2025-05-02,TONER_REPLACED,O0000816,BK,
TAXIFY-1418,2025-03-19,TONER_REPLACED,O0000817,BK,
TAXIFY-1420,2025-06-17,TONER_REPLACED,O0000818,BK,
TAXIFY-1422,2025-03-19,TONER_REPLACED,O0000819,BK,
TAXIFY-1423,2025-08-06,TONER_REPLACED,O0000820,BK,
TAXIFY-1425,2025-04-30,TONER_REPLACED,O0000821,BK,
TAXIFY-1427,2025-04-18,TONER_REPLACED,O0000823,BK,
TAXIFY-1428,2025-05-13,TONER_REPLACED,O0000824,BK,
TAXIFY-1429,2025-06-09,TONER_REPLACED,O0000826,BK,
TAXIFY-1430,2025-08-19,TONER_REPLACED,O0000828,BK,
TAXIFY-1431,2025-03-15,TONER_REPLACED,O0000829,BK,
TAXIFY-1432,2025-04-26,TONER_REPLACED,O0000830,BK,
TAXIFY-1433,2025-03-17,TONER_REPLACED,O0000831,BK,
TAXIFY-1434,2025-03-07,TONER_REPLACED,O0000833,BK,
TAXIFY-1434,2025-08-01,TONER_REPLACED,O0000834,BK,
TAXIFY-1435,2025-08-28,TONER_REPLACED,O0000835,BK,
TAXIFY-1436,2025-03-13,TONER_REPLACED,O0000836,BK,
TAXIFY-1437,2025-04-05,TONER_REPLACED,O0000837,BK,
TAXIFY-1438,2025-03-25,TONER_REPLACED,O0000838,BK,
TAXIFY-1439,2025-04-20,TONER_REPLACED,O0000839,BK,
TAXIFY-1440,2025-06-11,TONER_REPLACED,O0000841,BK,
TAXIFY-1441,2025-03-05,TONER_REPLACED,O0000842,BK,
TAXIFY-1441,2025-08-03,TONER_REPLACED,O0000844,BK,
TAXIFY-1442,2024-12-11,TONER_REPLACED,O0000845,BK,
TAXIFY-1442,2025-03-02,TONER_REPLACED,O0000846,BK,
TAXIFY-1442,2025-04-12,TONER_REPLACED,O0000847,BK,
TAXIFY-1442,2025-06-20,TONER_REPLACED,O0000848,BK,
TAXIFY-1443,2025-08-20,TONER_REPLACED,O0000849,BK,
TAXIFY-1444,2025-03-26,TONER_REPLACED,O0000850,BK,
TAXIFY-1445,2025-04-27,TONER_REPLACED,O0000851,BK,
TAXIFY-1446,2025-03-09,TONER_REPLACED,O0000852,BK,
TAXIFY-1446,2025-08-16,TONER_REPLACED,O0000854,BK,
TAXIFY-1447,2025-03-09,TONER_REPLACED,O0000855,BK,
TAXIFY-1447,2025-08-10,TONER_REPLACED,O0000856,BK,
TAXIFY-1448,2025-02-14,TONER_REPLACED,O0000857,BK,
TAXIFY-1448,2025-04-29,TONER_REPLACED,O0000858,BK,
TAXIFY-1450,2025-05-04,TONER_REPLACED,O0000859,BK,
TAXIFY-1451,2025-08-22,TONER_REPLACED,O0000860,BK,
TAXIFY-1452,2025-04-21,TONER_REPLACED,O0000861,BK,
TAXIFY-1453,2025-05-18,TONER_REPLACED,O0000862,BK,
TAXIFY-1454,2025-07-08,TONER_REPLACED,O0000863,BK,
TAXIFY-1455,2025-02-25,TONER_REPLACED,O0000864,BK,
TAXIFY-1455,2025-06-12,TONER_REPLACED,O0000865,BK,
TAXIFY-1456,2025-02-04,TONER_REPLACED,O0000866,BK,
TAXIFY-1456,2025-04-16,TONER_REPLACED,O0000867,BK,
TAXIFY-1458,2025-04-25,TONER_REPLACED,O0000868,BK,
TAXIFY-1459,2025-03-18,TONER_REPLACED,O0000870,BK,
