device_id,date,pages_printed,cum_pages
KROGER-1052,2024-09-21,450,9519
KROGER-1052,2024-09-22,499,10018
KROGER-1052,2024-09-23,525,10543
KROGER-1052,2024-09-24,433,10976
KROGER-1052,2024-09-25,439,11415
KROGER-1052,2024-09-26,421,11836
KROGER-1052,2024-09-27,471,12307
KROGER-1052,2024-09-28,506,12813
KROGER-1052,2024-09-29,468,13281
KROGER-1052,2024-09-30,432,13713
KROGER-1052,2024-10-01,467,14180
KROGER-1052,2024-10-02,474,14654
KROGER-1052,2024-10-03,503,15157
KROGER-1052,2024-10-04,427,15584
KROGER-1052,2024-10-05,502,16086
KROGER-1052,2024-10-06,474,16560
KROGER-1052,2024-10-07,385,16945
KROGER-1052,2024-10-08,502,17447
KROGER-1052,2024-10-09,458,17905
KROGER-1052,2024-10-10,469,18374
KROGER-1052,2024-10-11,481,18855
KROGER-1052,2024-10-12,492,19347
KROGER-1052,2024-10-13,434,19781
KROGER-1052,2024-10-14,472,20253
KROGER-1052,2024-10-15,465,20718
KROGER-1052,2024-10-16,388,21106
KROGER-1052,2024-10-17,507,21613
KROGER-1052,2024-10-18,434,22047
KROGER-1052,2024-10-19,507,22554
KROGER-1052,2024-10-20,457,23011
KROGER-1052,2024-10-21,428,23439
KROGER-1052,2024-10-22,445,23884
KROGER-1052,2024-10-23,524,24408
KROGER-1052,2024-10-24,520,24928
KROGER-1052,2024-10-25,428,25356
KROGER-1052,2024-10-26,517,25873
KROGER-1052,2024-10-27,471,26344
KROGER-1052,2024-10-28,520,26864
KROGER-1052,2024-10-29,489,27353
KROGER-1052,2024-10-30,458,27811
KROGER-1052,2024-10-31,450,28261
KROGER-1052,2024-11-01,563,28824
KROGER-1052,2024-11-02,586,29410
KROGER-1052,2024-11-03,514,29924
KROGER-1052,2024-11-04,546,30470
KROGER-1052,2024-11-05,509,30979
KROGER-1052,2024-11-06,514,31493
KROGER-1052,2024-11-07,585,32078
KROGER-1052,2024-11-08,546,32624
KROGER-1052,2024-11-09,543,33167
KROGER-1052,2024-11-10,509,33676
KROGER-1052,2024-11-11,504,34180
KROGER-1052,2024-11-12,535,34715
KROGER-1052,2024-11-13,610,35325
KROGER-1052,2024-11-14,492,35817
KROGER-1052,2024-11-15,550,36367
KROGER-1052,2024-11-16,582,36949
KROGER-1052,2024-11-17,619,37568
KROGER-1052,2024-11-18,543,38111
KROGER-1052,2024-11-19,555,38666
KROGER-1052,2024-11-20,588,39254
KROGER-1052,2024-11-21,504,39758
KROGER-1052,2024-11-22,571,40329
KROGER-1052,2024-11-23,501,40830
KROGER-1052,2024-11-24,567,41397
KROGER-1052,2024-11-25,527,41924
KROGER-1052,2024-11-26,506,42430
KROGER-1052,2024-11-27,579,43009
KROGER-1052,2024-11-28,581,43590
KROGER-1052,2024-11-29,583,44173
KROGER-1052,2024-11-30,581,44754
KROGER-1052,2024-12-01,508,45262
KROGER-1052,2024-12-02,523,45785
KROGER-1052,2024-12-03,580,46365
KROGER-1052,2024-12-04,580,46945
KROGER-1052,2024-12-05,589,47534
KROGER-1052,2024-12-06,551,48085
KROGER-1052,2024-12-07,556,48641
KROGER-1052,2024-12-08,475,49116
KROGER-1052,2024-12-09,574,49690
KROGER-1052,2024-12-10,533,50223
KROGER-1052,2024-12-11,483,50706
KROGER-1052,2024-12-12,570,51276
KROGER-1052,2024-12-13,598,51874
KROGER-1052,2024-12-14,603,52477
KROGER-1052,2024-12-15,594,53071
KROGER-1052,2024-12-16,577,53648
KROGER-1052,2024-12-17,420,54068
KROGER-1052,2024-12-18,611,54679
KROGER-1052,2024-12-19,503,55182
KROGER-1052,2024-12-20,507,55689
KROGER-1052,2024-12-21,543,56232
KROGER-1052,2024-12-22,548,56780
KROGER-1052,2024-12-23,602,57382
KROGER-1052,2024-12-24,561,57943
KROGER-1052,2024-12-25,508,58451
KROGER-1052,2024-12-26,514,58965
KROGER-1052,2024-12-27,644,59609
KROGER-1052,2024-12-28,580,60189
KROGER-1052,2024-12-29,545,60734
KROGER-1052,2024-12-30,467,61201
KROGER-1052,2024-12-31,465,61666
KROGER-1052,2025-01-01,407,62073
KROGER-1052,2025-01-02,451,62524
KROGER-1052,2025-01-03,487,63011
KROGER-1052,2025-01-04,493,63504
KROGER-1052,2025-01-05,514,64018
KROGER-1052,2025-01-06,468,64486
KROGER-1052,2025-01-07,404,64890
KROGER-1052,2025-01-08,463,65353
KROGER-1052,2025-01-09,464,65817
KROGER-1052,2025-01-10,443,66260
KROGER-1052,2025-01-11,458,66718
KROGER-1052,2025-01-12,464,67182
KROGER-1052,2025-01-13,392,67574
KROGER-1052,2025-01-14,400,67974
KROGER-1052,2025-01-15,539,68513
KROGER-1052,2025-01-16,403,68916
KROGER-1052,2025-01-17,384,69300
KROGER-1052,2025-01-18,443,69743
KROGER-1052,2025-01-19,487,70230
KROGER-1052,2025-01-20,468,70698
KROGER-1052,2025-01-21,411,71109
KROGER-1052,2025-01-22,451,71560
KROGER-1052,2025-01-23,428,71988
KROGER-1052,2025-01-24,454,72442
KROGER-1052,2025-01-25,459,72901
KROGER-1052,2025-01-26,444,73345
KROGER-1052,2025-01-27,424,73769
KROGER-1052,2025-01-28,369,74138
KROGER-1052,2025-01-29,440,74578
KROGER-1052,2025-01-30,445,75023
KROGER-1052,2025-01-31,397,75420
KROGER-1052,2025-02-01,457,75877
KROGER-1052,2025-02-02,460,76337
KROGER-1052,2025-02-03,381,76718
KROGER-1052,2025-02-04,420,77138
KROGER-1052,2025-02-05,419,77557
KROGER-1052,2025-02-06,454,78011
KROGER-1052,2025-02-07,492,78503
KROGER-1052,2025-02-08,472,78975
KROGER-1052,2025-02-09,514,79489
KROGER-1052,2025-02-10,440,79929
KROGER-1052,2025-02-11,461,80390
KROGER-1052,2025-02-12,450,80840
KROGER-1052,2025-02-13,534,81374
KROGER-1052,2025-02-14,442,81816
KROGER-1052,2025-02-15,499,82315
KROGER-1052,2025-02-16,478,82793
KROGER-1052,2025-02-17,488,83281
KROGER-1052,2025-02-18,470,83751
KROGER-1052,2025-02-19,460,84211
KROGER-1052,2025-02-20,407,84618
KROGER-1052,2025-02-21,410,85028
KROGER-1052,2025-02-22,447,85475
KROGER-1052,2025-02-23,459,85934
KROGER-1052,2025-02-24,452,86386
KROGER-1052,2025-02-25,426,86812
KROGER-1052,2025-02-26,377,87189
KROGER-1052,2025-02-27,484,87673
KROGER-1052,2025-02-28,464,88137
KROGER-1052,2025-03-01,472,88609
KROGER-1052,2025-03-02,517,89126
KROGER-1052,2025-03-03,419,89545
KROGER-1052,2025-03-04,443,89988
KROGER-1052,2025-03-05,453,90441
KROGER-1052,2025-03-06,433,90874
KROGER-1052,2025-03-07,419,91293
KROGER-1052,2025-03-08,503,91796
KROGER-1052,2025-03-09,481,92277
KROGER-1052,2025-03-10,470,92747
KROGER-1052,2025-03-11,418,93165
KROGER-1052,2025-03-12,477,93642
KROGER-1052,2025-03-13,425,94067
KROGER-1052,2025-03-14,456,94523
KROGER-1052,2025-03-15,544,95067
KROGER-1052,2025-03-16,502,95569
KROGER-1052,2025-03-17,460,96029
KROGER-1052,2025-03-18,496,96525
KROGER-1052,2025-03-19,427,96952
KROGER-1052,2025-03-20,465,97417
KROGER-1052,2025-03-21,418,97835
KROGER-1052,2025-03-22,456,98291
KROGER-1052,2025-03-23,530,98821
KROGER-1052,2025-03-24,457,99278
KROGER-1052,2025-03-25,498,99776
KROGER-1052,2025-03-26,444,100220
KROGER-1052,2025-03-27,491,100711
KROGER-1052,2025-03-28,449,101160
KROGER-1052,2025-03-29,475,101635
KROGER-1052,2025-03-30,471,102106
KROGER-1052,2025-03-31,460,102566
KROGER-1052,2025-04-01,438,103004
KROGER-1052,2025-04-02,398,103402
KROGER-1052,2025-04-03,446,103848
KROGER-1052,2025-04-04,452,104300
KROGER-1052,2025-04-05,531,104831
KROGER-1052,2025-04-06,385,105216
KROGER-1052,2025-04-07,505,105721
KROGER-1052,2025-04-08,485,106206
KROGER-1052,2025-04-09,472,106678
KROGER-1052,2025-04-10,453,107131
KROGER-1052,2025-04-11,411,107542
KROGER-1052,2025-04-12,543,108085
KROGER-1052,2025-04-13,516,108601
KROGER-1052,2025-04-14,457,109058
KROGER-1052,2025-04-15,458,109516
KROGER-1052,2025-04-16,444,109960
KROGER-1052,2025-04-17,469,110429
KROGER-1052,2025-04-18,446,110875
KROGER-1052,2025-04-19,482,111357
KROGER-1052,2025-04-20,486,111843
KROGER-1052,2025-04-21,535,112378
KROGER-1052,2025-04-22,415,112793
KROGER-1052,2025-04-23,453,113246
KROGER-1052,2025-04-24,492,113738
KROGER-1052,2025-04-25,477,114215
KROGER-1052,2025-04-26,495,114710
KROGER-1052,2025-04-27,583,115293
KROGER-1052,2025-04-28,487,115780
KROGER-1052,2025-04-29,425,116205
KROGER-1052,2025-04-30,421,116626
KROGER-1052,2025-05-01,446,117072
KROGER-1052,2025-05-02,432,117504
KROGER-1052,2025-05-03,473,117977
KROGER-1052,2025-05-04,483,118460
KROGER-1052,2025-05-05,457,118917
KROGER-1052,2025-05-06,359,119276
KROGER-1052,2025-05-07,420,119696
KROGER-1052,2025-05-08,473,120169
KROGER-1052,2025-05-09,506,120675
KROGER-1052,2025-05-10,455,121130
KROGER-1052,2025-05-11,455,121585
KROGER-1052,2025-05-12,444,122029
KROGER-1052,2025-05-13,509,122538
KROGER-1052,2025-05-14,449,122987
KROGER-1052,2025-05-15,367,123354
KROGER-1052,2025-05-16,512,123866
KROGER-1052,2025-05-17,496,124362
KROGER-1052,2025-05-18,421,124783
KROGER-1052,2025-05-19,429,125212
KROGER-1052,2025-05-20,419,125631
KROGER-1052,2025-05-21,440,126071
KROGER-1052,2025-05-22,501,126572
KROGER-1052,2025-05-23,381,126953
KROGER-1052,2025-05-24,457,127410
KROGER-1052,2025-05-25,474,127884
KROGER-1052,2025-05-26,445,128329
KROGER-1052,2025-05-27,419,128748
KROGER-1052,2025-05-28,490,129238
KROGER-1052,2025-05-29,442,129680
KROGER-1052,2025-05-30,437,130117
KROGER-1052,2025-05-31,483,130600
KROGER-1052,2025-06-01,459,131059
KROGER-1052,2025-06-02,428,131487
KROGER-1052,2025-06-03,414,131901
KROGER-1052,2025-06-04,526,132427
KROGER-1052,2025-06-05,476,132903
KROGER-1052,2025-06-06,434,133337
KROGER-1052,2025-06-07,518,133855
KROGER-1052,2025-06-08,490,134345
KROGER-1052,2025-06-09,449,134794
KROGER-1052,2025-06-10,411,135205
KROGER-1052,2025-06-11,418,135623
KROGER-1052,2025-06-12,482,136105
KROGER-1052,2025-06-13,474,136579
KROGER-1052,2025-06-14,418,136997
KROGER-1052,2025-06-15,455,137452
KROGER-1052,2025-06-16,472,137924
KROGER-1052,2025-06-17,487,138411
KROGER-1052,2025-06-18,466,138877
KROGER-1052,2025-06-19,431,139308
KROGER-1052,2025-06-20,456,139764
KROGER-1052,2025-06-21,462,140226
KROGER-1052,2025-06-22,484,140710
KROGER-1052,2025-06-23,501,141211
KROGER-1052,2025-06-24,419,141630
KROGER-1052,2025-06-25,458,142088
KROGER-1052,2025-06-26,444,142532
KROGER-1052,2025-06-27,438,142970
KROGER-1052,2025-06-28,465,143435
KROGER-1052,2025-06-29,519,143954
KROGER-1052,2025-06-30,468,144422
KROGER-1052,2025-07-01,430,144852
KROGER-1052,2025-07-02,471,145323
KROGER-1052,2025-07-03,428,145751
KROGER-1052,2025-07-04,383,146134
KROGER-1052,2025-07-05,383,146517
KROGER-1052,2025-07-06,489,147006
KROGER-1052,2025-07-07,437,147443
KROGER-1052,2025-07-08,483,147926
KROGER-1052,2025-07-09,461,148387
KROGER-1052,2025-07-10,457,148844
KROGER-1052,2025-07-11,431,149275
KROGER-1052,2025-07-12,490,149765
KROGER-1052,2025-07-13,528,150293
KROGER-1052,2025-07-14,375,150668
KROGER-1052,2025-07-15,442,151110
KROGER-1052,2025-07-16,496,151606
KROGER-1052,2025-07-17,406,152012
KROGER-1052,2025-07-18,452,152464
KROGER-1052,2025-07-19,444,152908
KROGER-1052,2025-07-20,460,153368
KROGER-1052,2025-07-21,384,153752
KROGER-1052,2025-07-22,483,154235
KROGER-1052,2025-07-23,453,154688
KROGER-1052,2025-07-24,396,155084
KROGER-1052,2025-07-25,463,155547
KROGER-1052,2025-07-26,478,156025
KROGER-1052,2025-07-27,444,156469
KROGER-1052,2025-07-28,518,156987
KROGER-1052,2025-07-29,466,157453
KROGER-1052,2025-07-30,494,157947
KROGER-1052,2025-07-31,442,158389
KROGER-1052,2025-08-01,389,158778
KROGER-1052,2025-08-02,382,159160
KROGER-1052,2025-08-03,432,159592
KROGER-1052,2025-08-04,496,160088
KROGER-1052,2025-08-05,429,160517
KROGER-1052,2025-08-06,485,161002
KROGER-1052,2025-08-07,406,161408
KROGER-1052,2025-08-08,424,161832
KROGER-1052,2025-08-09,450,162282
KROGER-1052,2025-08-10,478,162760
KROGER-1052,2025-08-11,399,163159
KROGER-1052,2025-08-12,419,163578
KROGER-1052,2025-08-13,439,164017
KROGER-1052,2025-08-14,399,164416
KROGER-1052,2025-08-15,384,164800
KROGER-1052,2025-08-16,471,165271
KROGER-1052,2025-08-17,420,165691
KROGER-1052,2025-08-18,491,166182
KROGER-1052,2025-08-19,492,166674
KROGER-1052,2025-08-20,427,167101
KROGER-1052,2025-08-21,469,167570
KROGER-1052,2025-08-22,450,168020
KROGER-1052,2025-08-23,510,168530
KROGER-1052,2025-08-24,453,168983
KROGER-1052,2025-08-25,466,169449
KROGER-1052,2025-08-26,459,169908
KROGER-1052,2025-08-27,457,170365
KROGER-1052,2025-08-28,425,170790
KROGER-1052,2025-08-29,490,171280
KROGER-1052,2025-08-30,455,171735
KROGER-1052,2025-08-31,454,172189
KROGER-1053,2024-09-01,449,449
KROGER-1053,2024-09-02,430,879
KROGER-1053,2024-09-03,445,1324
KROGER-1053,2024-09-04,470,1794
KROGER-1053,2024-09-05,482,2276
KROGER-1053,2024-09-06,458,2734
KROGER-1053,2024-09-07,530,3264
KROGER-1053,2024-09-08,481,3745
KROGER-1053,2024-09-09,388,4133
KROGER-1053,2024-09-10,412,4545
KROGER-1053,2024-09-11,479,5024
KROGER-1053,2024-09-12,442,5466
KROGER-1053,2024-09-13,439,5905
KROGER-1053,2024-09-14,440,6345
KROGER-1053,2024-09-15,461,6806
KROGER-1053,2024-09-16,440,7246
KROGER-1053,2024-09-17,472,7718
KROGER-1053,2024-09-18,445,8163
KROGER-1053,2024-09-19,500,8663
KROGER-1053,2024-09-20,430,9093
KROGER-1053,2024-09-21,484,9577
KROGER-1053,2024-09-22,413,9990
KROGER-1053,2024-09-23,478,10468
KROGER-1053,2024-09-24,402,10870
KROGER-1053,2024-09-25,474,11344
KROGER-1053,2024-09-26,387,11731
KROGER-1053,2024-09-27,416,12147
KROGER-1053,2024-09-28,508,12655
KROGER-1053,2024-09-29,536,13191
KROGER-1053,2024-09-30,355,13546
KROGER-1053,2024-10-01,414,13960
KROGER-1053,2024-10-02,520,14480
KROGER-1053,2024-10-03,459,14939
KROGER-1053,2024-10-04,416,15355
KROGER-1053,2024-10-05,533,15888
KROGER-1053,2024-10-06,499,16387
KROGER-1053,2024-10-07,458,16845
KROGER-1053,2024-10-08,384,17229
KROGER-1053,2024-10-09,530,17759
KROGER-1053,2024-10-10,463,18222
KROGER-1053,2024-10-11,442,18664
KROGER-1053,2024-10-12,532,19196
KROGER-1053,2024-10-13,441,19637
KROGER-1053,2024-10-14,414,20051
KROGER-1053,2024-10-15,418,20469
KROGER-1053,2024-10-16,440,20909
KROGER-1053,2024-10-17,455,21364
KROGER-1053,2024-10-18,477,21841
KROGER-1053,2024-10-19,429,22270
KROGER-1053,2024-10-20,488,22758
KROGER-1053,2024-10-21,432,23190
KROGER-1053,2024-10-22,450,23640
KROGER-1053,2024-10-23,498,24138
KROGER-1053,2024-10-24,472,24610
KROGER-1053,2024-10-25,475,25085
KROGER-1053,2024-10-26,453,25538
KROGER-1053,2024-10-27,550,26088
KROGER-1053,2024-10-28,478,26566
KROGER-1053,2024-10-29,438,27004
KROGER-1053,2024-10-30,495,27499
KROGER-1053,2024-10-31,474,27973
KROGER-1053,2024-11-01,489,28462
KROGER-1053,2024-11-02,581,29043
KROGER-1053,2024-11-03,527,29570
KROGER-1053,2024-11-04,456,30026
KROGER-1053,2024-11-05,526,30552
KROGER-1053,2024-11-06,594,31146
KROGER-1053,2024-11-07,609,31755
KROGER-1053,2024-11-08,522,32277
KROGER-1053,2024-11-09,559,32836
KROGER-1053,2024-11-10,636,33472
KROGER-1053,2024-11-11,574,34046
KROGER-1053,2024-11-12,566,34612
KROGER-1053,2024-11-13,551,35163
KROGER-1053,2024-11-14,576,35739
KROGER-1053,2024-11-15,543,36282
KROGER-1053,2024-11-16,642,36924
KROGER-1053,2024-11-17,566,37490
KROGER-1053,2024-11-18,539,38029
KROGER-1053,2024-11-19,455,38484
KROGER-1053,2024-11-20,591,39075
KROGER-1053,2024-11-21,503,39578
KROGER-1053,2024-11-22,441,40019
KROGER-1053,2024-11-23,564,40583
KROGER-1053,2024-11-24,556,41139
KROGER-1053,2024-11-25,564,41703
KROGER-1053,2024-11-26,573,42276
KROGER-1053,2024-11-27,508,42784
KROGER-1053,2024-11-28,663,43447
KROGER-1053,2024-11-29,536,43983
KROGER-1053,2024-11-30,495,44478
KROGER-1053,2024-12-01,644,45122
KROGER-1053,2024-12-02,576,45698
KROGER-1053,2024-12-03,562,46260
KROGER-1053,2024-12-04,526,46786
KROGER-1053,2024-12-05,547,47333
KROGER-1053,2024-12-06,450,47783
KROGER-1053,2024-12-07,559,48342
KROGER-1053,2024-12-08,684,49026
KROGER-1053,2024-12-09,503,49529
KROGER-1053,2024-12-10,552,50081
KROGER-1053,2024-12-11,471,50552
KROGER-1053,2024-12-12,522,51074
KROGER-1053,2024-12-13,489,51563
KROGER-1053,2024-12-14,591,52154
KROGER-1053,2024-12-15,582,52736
KROGER-1053,2024-12-16,488,53224
KROGER-1053,2024-12-17,548,53772
KROGER-1053,2024-12-18,550,54322
KROGER-1053,2024-12-19,552,54874
KROGER-1053,2024-12-20,582,55456
KROGER-1053,2024-12-21,643,56099
KROGER-1053,2024-12-22,544,56643
KROGER-1053,2024-12-23,531,57174
KROGER-1053,2024-12-24,537,57711
KROGER-1053,2024-12-25,488,58199
KROGER-1053,2024-12-26,501,58700
KROGER-1053,2024-12-27,569,59269
KROGER-1053,2024-12-28,660,59929
KROGER-1053,2024-12-29,524,60453
KROGER-1053,2024-12-30,645,61098
KROGER-1053,2024-12-31,520,61618
KROGER-1053,2025-01-01,498,62116
KROGER-1053,2025-01-02,469,62585
KROGER-1053,2025-01-03,461,63046
KROGER-1053,2025-01-04,460,63506
KROGER-1053,2025-01-05,477,63983
KROGER-1053,2025-01-06,428,64411
KROGER-1053,2025-01-07,488,64899
KROGER-1053,2025-01-08,494,65393
KROGER-1053,2025-01-09,430,65823
KROGER-1053,2025-01-10,394,66217
KROGER-1053,2025-01-11,464,66681
KROGER-1053,2025-01-12,552,67233
KROGER-1053,2025-01-13,462,67695
KROGER-1053,2025-01-14,496,68191
KROGER-1053,2025-01-15,420,68611
KROGER-1053,2025-01-16,436,69047
KROGER-1053,2025-01-17,442,69489
KROGER-1053,2025-01-18,432,69921
KROGER-1053,2025-01-19,483,70404
KROGER-1053,2025-01-20,424,70828
KROGER-1053,2025-01-21,488,71316
KROGER-1053,2025-01-22,457,71773
KROGER-1053,2025-01-23,508,72281
KROGER-1053,2025-01-24,393,72674
KROGER-1053,2025-01-25,456,73130
KROGER-1053,2025-01-26,461,73591
KROGER-1053,2025-01-27,471,74062
KROGER-1053,2025-01-28,438,74500
KROGER-1053,2025-01-29,516,75016
KROGER-1053,2025-01-30,447,75463
KROGER-1053,2025-01-31,421,75884
KROGER-1053,2025-02-01,470,76354
KROGER-1053,2025-02-02,464,76818
KROGER-1053,2025-02-03,487,77305
KROGER-1053,2025-02-04,439,77744
KROGER-1053,2025-02-05,398,78142
KROGER-1053,2025-02-06,460,78602
KROGER-1053,2025-02-07,430,79032
KROGER-1053,2025-02-08,432,79464
KROGER-1053,2025-02-09,477,79941
KROGER-1053,2025-02-10,449,80390
KROGER-1053,2025-02-11,446,80836
KROGER-1053,2025-02-12,463,81299
KROGER-1053,2025-02-13,433,81732
KROGER-1053,2025-02-14,458,82190
KROGER-1053,2025-02-15,454,82644
KROGER-1053,2025-02-16,508,83152
KROGER-1053,2025-02-17,453,83605
KROGER-1053,2025-02-18,517,84122
KROGER-1053,2025-02-19,436,84558
KROGER-1053,2025-02-20,467,85025
KROGER-1053,2025-02-21,495,85520
KROGER-1053,2025-02-22,497,86017
KROGER-1053,2025-02-23,482,86499
KROGER-1053,2025-02-24,466,86965
KROGER-1053,2025-02-25,472,87437
KROGER-1053,2025-02-26,465,87902
KROGER-1053,2025-02-27,453,88355
KROGER-1053,2025-02-28,481,88836
KROGER-1053,2025-03-01,473,89309
KROGER-1053,2025-03-02,439,89748
KROGER-1053,2025-03-03,529,90277
KROGER-1053,2025-03-04,486,90763
KROGER-1053,2025-03-05,421,91184
KROGER-1053,2025-03-06,445,91629
KROGER-1053,2025-03-07,433,92062
KROGER-1053,2025-03-08,457,92519
KROGER-1053,2025-03-09,510,93029
KROGER-1053,2025-03-10,442,93471
KROGER-1053,2025-03-11,523,93994
KROGER-1053,2025-03-12,390,94384
KROGER-1053,2025-03-13,453,94837
KROGER-1053,2025-03-14,405,95242
KROGER-1053,2025-03-15,489,95731
KROGER-1053,2025-03-16,494,96225
KROGER-1053,2025-03-17,486,96711
KROGER-1053,2025-03-18,409,97120
KROGER-1053,2025-03-19,469,97589
KROGER-1053,2025-03-20,422,98011
KROGER-1053,2025-03-21,457,98468
KROGER-1053,2025-03-22,460,98928
KROGER-1053,2025-03-23,428,99356
KROGER-1053,2025-03-24,480,99836
KROGER-1053,2025-03-25,444,100280
KROGER-1053,2025-03-26,485,100765
KROGER-1053,2025-03-27,487,101252
KROGER-1053,2025-03-28,501,101753
KROGER-1053,2025-03-29,457,102210
KROGER-1053,2025-03-30,441,102651
KROGER-1053,2025-03-31,497,103148
KROGER-1053,2025-04-01,457,103605
KROGER-1053,2025-04-02,503,104108
KROGER-1053,2025-04-03,411,104519
KROGER-1053,2025-04-04,479,104998
KROGER-1053,2025-04-05,478,105476
KROGER-1053,2025-04-06,475,105951
KROGER-1053,2025-04-07,442,106393
KROGER-1053,2025-04-08,413,106806
KROGER-1053,2025-04-09,478,107284
KROGER-1053,2025-04-10,439,107723
KROGER-1053,2025-04-11,461,108184
KROGER-1053,2025-04-12,550,108734
KROGER-1053,2025-04-13,456,109190
KROGER-1053,2025-04-14,443,109633
KROGER-1053,2025-04-15,448,110081
KROGER-1053,2025-04-16,439,110520
KROGER-1053,2025-04-17,441,110961
KROGER-1053,2025-04-18,479,111440
KROGER-1053,2025-04-19,527,111967
KROGER-1053,2025-04-20,481,112448
KROGER-1053,2025-04-21,481,112929
KROGER-1053,2025-04-22,447,113376
KROGER-1053,2025-04-23,447,113823
KROGER-1053,2025-04-24,439,114262
KROGER-1053,2025-04-25,426,114688
KROGER-1053,2025-04-26,524,115212
KROGER-1053,2025-04-27,457,115669
KROGER-1053,2025-04-28,476,116145
KROGER-1053,2025-04-29,423,116568
KROGER-1053,2025-04-30,455,117023
KROGER-1053,2025-05-01,454,117477
KROGER-1053,2025-05-02,424,117901
KROGER-1053,2025-05-03,463,118364
KROGER-1053,2025-05-04,436,118800
KROGER-1053,2025-05-05,454,119254
KROGER-1053,2025-05-06,390,119644
KROGER-1053,2025-05-07,452,120096
KROGER-1053,2025-05-08,477,120573
KROGER-1053,2025-05-09,453,121026
KROGER-1053,2025-05-10,450,121476
KROGER-1053,2025-05-11,452,121928
KROGER-1053,2025-05-12,498,122426
KROGER-1053,2025-05-13,459,122885
KROGER-1053,2025-05-14,484,123369
KROGER-1053,2025-05-15,488,123857
KROGER-1053,2025-05-16,438,124295
KROGER-1053,2025-05-17,438,124733
KROGER-1053,2025-05-18,501,125234
KROGER-1053,2025-05-19,423,125657
KROGER-1053,2025-05-20,432,126089
KROGER-1053,2025-05-21,457,126546
KROGER-1053,2025-05-22,445,126991
KROGER-1053,2025-05-23,370,127361
KROGER-1053,2025-05-24,429,127790
KROGER-1053,2025-05-25,515,128305
KROGER-1053,2025-05-26,451,128756
KROGER-1053,2025-05-27,480,129236
KROGER-1053,2025-05-28,424,129660
KROGER-1053,2025-05-29,413,130073
KROGER-1053,2025-05-30,480,130553
KROGER-1053,2025-05-31,526,131079
KROGER-1053,2025-06-01,443,131522
KROGER-1053,2025-06-02,491,132013
KROGER-1053,2025-06-03,418,132431
KROGER-1053,2025-06-04,394,132825
KROGER-1053,2025-06-05,475,133300
KROGER-1053,2025-06-06,419,133719
KROGER-1053,2025-06-07,430,134149
KROGER-1053,2025-06-08,431,134580
KROGER-1053,2025-06-09,441,135021
KROGER-1053,2025-06-10,392,135413
KROGER-1053,2025-06-11,475,135888
KROGER-1053,2025-06-12,471,136359
KROGER-1053,2025-06-13,471,136830
KROGER-1053,2025-06-14,523,137353
KROGER-1053,2025-06-15,513,137866
KROGER-1053,2025-06-16,421,138287
KROGER-1053,2025-06-17,478,138765
KROGER-1053,2025-06-18,494,139259
KROGER-1053,2025-06-19,483,139742
KROGER-1053,2025-06-20,486,140228
KROGER-1053,2025-06-21,471,140699
KROGER-1053,2025-06-22,452,141151
KROGER-1053,2025-06-23,445,141596
KROGER-1053,2025-06-24,428,142024
KROGER-1053,2025-06-25,490,142514
KROGER-1053,2025-06-26,461,142975
KROGER-1053,2025-06-27,484,143459
KROGER-1053,2025-06-28,421,143880
KROGER-1053,2025-06-29,459,144339
KROGER-1053,2025-06-30,416,144755
KROGER-1053,2025-07-01,395,145150
KROGER-1053,2025-07-02,465,145615
KROGER-1053,2025-07-03,415,146030
KROGER-1053,2025-07-04,440,146470
KROGER-1053,2025-07-05,439,146909
KROGER-1053,2025-07-06,461,147370
KROGER-1053,2025-07-07,475,147845
KROGER-1053,2025-07-08,419,148264
KROGER-1053,2025-07-09,437,148701
KROGER-1053,2025-07-10,473,149174
KROGER-1053,2025-07-11,478,149652
KROGER-1053,2025-07-12,461,150113
KROGER-1053,2025-07-13,488,150601
KROGER-1053,2025-07-14,483,151084
KROGER-1053,2025-07-15,415,151499
KROGER-1053,2025-07-16,428,151927
KROGER-1053,2025-07-17,440,152367
KROGER-1053,2025-07-18,470,152837
KROGER-1053,2025-07-19,484,153321
KROGER-1053,2025-07-20,479,153800
KROGER-1053,2025-07-21,416,154216
KROGER-1053,2025-07-22,485,154701
KROGER-1053,2025-07-23,436,155137
KROGER-1053,2025-07-24,444,155581
KROGER-1053,2025-07-25,461,156042
KROGER-1053,2025-07-26,552,156594
KROGER-1053,2025-07-27,452,157046
KROGER-1053,2025-07-28,429,157475
KROGER-1053,2025-07-29,440,157915
KROGER-1053,2025-07-30,496,158411
KROGER-1053,2025-07-31,459,158870
KROGER-1053,2025-08-01,467,159337
KROGER-1053,2025-08-02,507,159844
KROGER-1053,2025-08-03,519,160363
KROGER-1053,2025-08-04,429,160792
KROGER-1053,2025-08-05,473,161265
KROGER-1053,2025-08-06,496,161761
KROGER-1053,2025-08-07,461,162222
KROGER-1053,2025-08-08,424,162646
KROGER-1053,2025-08-09,438,163084
KROGER-1053,2025-08-10,494,163578
KROGER-1053,2025-08-11,412,163990
KROGER-1053,2025-08-12,424,164414
KROGER-1053,2025-08-13,436,164850
KROGER-1053,2025-08-14,464,165314
KROGER-1053,2025-08-15,475,165789
KROGER-1053,2025-08-16,449,166238
KROGER-1053,2025-08-17,427,166665
KROGER-1053,2025-08-18,483,167148
KROGER-1053,2025-08-19,478,167626
KROGER-1053,2025-08-20,471,168097
